GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A83001,A83002,A83003,A84001,A84002,A84003
"G1200730","1920","Florida","120","Leon","0730","Leon",2674,1382,1123,227,32,305
"G1200750","1920","Florida","120","Levy","0750","Levy",1053,978,668,64,246,270
"G1200770","1920","Florida","120","Liberty","0770","Liberty",683,294,90,25,179,268
"G1200790","1920","Florida","120","Madison","0790","Madison",2051,1068,831,216,21,359
"G1200810","1920","Florida","120","Manatee","0810","Manatee",2816,1714,1210,484,20,161
"G1200830","1920","Florida","120","Marion","0830","Marion",2370,3274,2805,303,166,300
"G1200870","1920","Florida","120","Monroe","0870","Monroe",2942,1167,957,127,83,148
"G1200890","1920","Florida","120","Nassau","0890","Nassau",1235,1281,1161,41,79,239
"G1200910","1920","Florida","120","Okaloosa","0910","Okaloosa",988,965,713,137,115,82
"G1200930","1920","Florida","120","Okeechobee","0930","Okeechobee",292,209,157,52,0,3
"G1200950","1920","Florida","120","Orange","0950","Orange",2297,2843,2107,647,89,235
"G1200970","1920","Florida","120","Osceola","0970","Osceola",841,1274,1067,196,11,77
"G1200990","1920","Florida","120","Palm Beach","0990","Palm Beach",2673,2329,1492,701,136,146
"G1201010","1920","Florida","120","Pasco","1010","Pasco",956,1212,988,213,11,134
"G1201030","1920","Florida","120","Pinellas","1030","Pinellas",4058,3289,2163,1059,67,278
"G1201050","1920","Florida","120","Polk","1050","Polk",5339,3689,2768,674,247,354
"G1201070","1920","Florida","120","Putnam","1070","Putnam",1742,1906,1591,280,35,126
"G1201090","1920","Florida","120","St Johns","1090","St Johns",1975,1502,1130,346,26,73
"G1201110","1920","Florida","120","St Lucie","1110","St Lucie",1010,999,573,271,155,66
"G1201130","1920","Florida","120","Santa Rosa","1130","Santa Rosa",1473,1347,1055,255,37,101
"G1201170","1920","Florida","120","Seminole","1170","Seminole",1522,1214,882,299,33,90
"G1201190","1920","Florida","120","Sumter","1190","Sumter",697,1030,910,103,17,56
"G1201210","1920","Florida","120","Suwannee","1210","Suwannee",1909,2136,1665,444,27,69
"G1201230","1920","Florida","120","Taylor","1230","Taylor",2114,652,480,135,37,93
"G1201270","1920","Florida","120","Volusia","1270","Volusia",2861,3391,2508,827,56,280
"G1201290","1920","Florida","120","Wakulla","1290","Wakulla",456,593,550,38,5,69
"G1201310","1920","Florida","120","Walton","1310","Walton",1133,1300,1038,189,73,152
"G1201330","1920","Florida","120","Washington","1330","Washington",1158,1242,995,209,38,79
"G1300010","1920","Georgia","130","Appling","0010","Appling",964,989,734,213,42,102
"G1300030","1920","Georgia","130","Atkinson","0030","Atkinson",977,567,363,150,54,35
"G1300050","1920","Georgia","130","Bacon","0050","Bacon",616,591,403,185,3,58
"G1300070","1920","Georgia","130","Baker","0070","Baker",1431,349,249,96,4,36
"G1300090","1920","Georgia","130","Baldwin","0090","Baldwin",2251,986,818,143,25,101
"G1300110","1920","Georgia","130","Banks","0110","Banks",1591,708,548,149,11,25
"G1300130","1920","Georgia","130","Barrow","0130","Barrow",1779,944,791,118,35,51
"G1300150","1920","Georgia","130","Bartow","0150","Bartow",3392,1612,1298,269,45,113
"G1300170","1920","Georgia","130","Ben Hill","0170","Ben Hill",1904,1308,895,357,56,73
"G1300190","1920","Georgia","130","Berrien","0190","Berrien",2007,1203,948,239,16,63
"G1300210","1920","Georgia","130","Bibb","0210","Bibb",12674,4763,3252,1446,65,292
"G1300230","1920","Georgia","130","Bleckley","0230","Bleckley",1618,559,470,70,19,76
"G1300270","1920","Georgia","130","Brooks","0270","Brooks",2963,1526,1153,348,25,552
"G1300290","1920","Georgia","130","Bryan","0290","Bryan",556,622,538,61,23,120
"G1300310","1920","Georgia","130","Bulloch","0310","Bulloch",2869,1952,1466,378,108,354
"G1300330","1920","Georgia","130","Burke","0330","Burke",5978,1054,818,109,127,376
"G1300350","1920","Georgia","130","Butts","0350","Butts",1728,720,583,89,48,153
"G1300370","1920","Georgia","130","Calhoun","0370","Calhoun",1820,452,362,87,3,140
"G1300390","1920","Georgia","130","Camden","0390","Camden",589,978,839,98,41,29
"G1300395","1920","Georgia","130","Campbell","0395","Campbell",1559,882,691,180,11,73
"G1300430","1920","Georgia","130","Candler","0430","Candler",1047,609,423,105,81,166
"G1300450","1920","Georgia","130","Carroll","0450","Carroll",4162,3045,2458,575,12,64
"G1300470","1920","Georgia","130","Catoosa","0470","Catoosa",621,735,608,120,7,25
"G1300490","1920","Georgia","130","Charlton","0490","Charlton",425,508,403,104,1,31
"G1300510","1920","Georgia","130","Chatham","0510","Chatham",20159,4947,3479,1409,59,210
"G1300530","1920","Georgia","130","Chattahoochee","0530","Chattahoochee",644,184,154,25,5,10
"G1300550","1920","Georgia","130","Chattooga","0550","Chattooga",1972,869,686,131,52,31
"G1300570","1920","Georgia","130","Cherokee","0570","Cherokee",1980,1712,1469,239,4,83
"G1300590","1920","Georgia","130","Clarke","0590","Clarke",3863,1950,1368,475,107,158
"G1300610","1920","Georgia","130","Clay","0610","Clay",1266,410,238,92,80,36
"G1300630","1920","Georgia","130","Clayton","0630","Clayton",1497,765,651,82,32,75
"G1300650","1920","Georgia","130","Clinch","0650","Clinch",1163,601,528,67,6,108
"G1300670","1920","Georgia","130","Cobb","0670","Cobb",3639,2793,2050,655,88,152
"G1300690","1920","Georgia","130","Coffee","0690","Coffee",2470,1269,888,359,22,95
"G1300710","1920","Georgia","130","Colquitt","0710","Colquitt",3721,2083,1228,810,45,164
"G1300730","1920","Georgia","130","Columbia","0730","Columbia",1771,529,381,80,68,153
"G1300750","1920","Georgia","130","Cook","0750","Cook",1335,858,579,209,70,62
"G1300770","1920","Georgia","130","Coweta","0770","Coweta",4507,1462,1305,145,12,97
"G1300790","1920","Georgia","130","Crawford","0790","Crawford",1210,534,401,123,10,59
"G1300810","1920","Georgia","130","Crisp","0810","Crisp",2955,1192,642,364,186,154
"G1300830","1920","Georgia","130","Dade","0830","Dade",305,457,406,45,6,15
"G1300850","1920","Georgia","130","Dawson","0850","Dawson",422,482,455,23,4,18
"G1300870","1920","Georgia","130","Decatur","0870","Decatur",4326,2266,1732,510,24,223
"G1300890","1920","Georgia","130","DeKalb","0890","De Kalb",4809,3957,2335,1558,64,128
"G1300910","1920","Georgia","130","Dodge","0910","Dodge",2867,1460,935,430,95,270
"G1300930","1920","Georgia","130","Dooly","0930","Dooly",3218,1036,730,274,32,207
"G1300950","1920","Georgia","130","Dougherty","0950","Dougherty",4047,866,630,220,16,167
"G1300970","1920","Georgia","130","Douglas","0970","Douglas",1226,892,669,194,29,59
"G1300990","1920","Georgia","130","Early","0990","Early",2941,1007,788,213,6,102
"G1301010","1920","Georgia","130","Echols","1010","Echols",353,269,228,12,29,109
"G1301030","1920","Georgia","130","Effingham","1030","Effingham",1097,1042,792,185,65,75
"G1301050","1920","Georgia","130","Elbert","1050","Elbert",3317,1368,1001,281,86,183
"G1301070","1920","Georgia","130","Emanuel","1070","Emanuel",3819,1455,1223,172,60,126
"G1301090","1920","Georgia","130","Evans","1090","Evans",703,527,428,91,8,43
"G1301110","1920","Georgia","130","Fannin","1110","Fannin",911,1473,1435,28,10,31
"G1301130","1920","Georgia","130","Fayette","1130","Fayette",1633,632,532,63,37,51
"G1301150","1920","Georgia","130","Floyd","1150","Floyd",5752,2701,2047,608,46,182
"G1301170","1920","Georgia","130","Forsyth","1170","Forsyth",1278,1113,903,204,6,21
"G1301190","1920","Georgia","130","Franklin","1190","Franklin",2472,1395,1077,248,70,100
"G1301210","1920","Georgia","130","Fulton","1210","Fulton",40368,14347,7588,6476,283,793
"G1301230","1920","Georgia","130","Gilmer","1230","Gilmer",601,1110,1039,48,23,39
"G1301250","1920","Georgia","130","Glascock","1250","Glascock",572,277,251,9,17,27
"G1301270","1920","Georgia","130","Glynn","1270","Glynn",2985,1576,1251,281,44,136
"G1301290","1920","Georgia","130","Gordon","1290","Gordon",2102,1465,1192,257,16,67
"G1301310","1920","Georgia","130","Grady","1310","Grady",2501,1551,1215,331,5,85
"G1301330","1920","Georgia","130","Greene","1330","Greene",2980,1052,682,190,180,161
"G1301350","1920","Georgia","130","Gwinnett","1350","Gwinnett",3825,2328,1917,336,75,73
"G1301370","1920","Georgia","130","Habersham","1370","Habersham",944,1176,1031,134,11,86
"G1301390","1920","Georgia","130","Hall","1390","Hall",3404,2087,1726,307,54,96
"G1301410","1920","Georgia","130","Hancock","1410","Hancock",2706,815,621,110,84,246
"G1301430","1920","Georgia","130","Haralson","1430","Haralson",1434,1451,1135,280,36,56
"G1301450","1920","Georgia","130","Harris","1450","Harris",2496,793,672,116,5,73
"G1301470","1920","Georgia","130","Hart","1470","Hart",2445,1070,835,205,30,81
"G1301490","1920","Georgia","130","Heard","1490","Heard",1405,852,660,189,3,29
"G1301510","1920","Georgia","130","Henry","1510","Henry",2892,1231,1002,145,84,104
"G1301530","1920","Georgia","130","Houston","1530","Houston",3574,1171,896,235,40,272
"G1301550","1920","Georgia","130","Irwin","1550","Irwin",1707,751,463,253,35,124
"G1301570","1920","Georgia","130","Jackson","1570","Jackson",3483,1308,1039,236,33,158
"G1301590","1920","Georgia","130","Jasper","1590","Jasper",2716,747,592,105,50,228
"G1301610","1920","Georgia","130","Jeff Davis","1610","Jeff Davis",751,623,427,187,9,60
"G1301630","1920","Georgia","130","Jefferson","1630","Jefferson",3398,1113,800,157,156,240
"G1301650","1920","Georgia","130","Jenkins","1650","Jenkins",2641,626,523,83,20,87
"G1301670","1920","Georgia","130","Johnson","1670","Johnson",1857,783,595,106,82,149
"G1301690","1920","Georgia","130","Jones","1690","Jones",2128,573,440,108,25,115
"G1301750","1920","Georgia","130","Laurens","1750","Laurens",5612,2273,1668,524,81,351
"G1301770","1920","Georgia","130","Lee","1770","Lee",2178,343,233,97,13,109
"G1301790","1920","Georgia","130","Liberty","1790","Liberty",930,1622,1546,62,14,141
"G1301810","1920","Georgia","130","Lincoln","1810","Lincoln",1149,551,425,88,38,162
"G1301850","1920","Georgia","130","Lowndes","1850","Lowndes",3826,1965,1457,417,91,118
"G1301870","1920","Georgia","130","Lumpkin","1870","Lumpkin",472,630,589,12,29,18
"G1301890","1920","Georgia","130","McDuffie","1890","Mcduffie",1883,588,506,67,15,75
"G1301910","1920","Georgia","130","McIntosh","1910","Mcintosh",220,901,893,6,2,35
"G1301930","1920","Georgia","130","Macon","1930","Macon",2802,918,762,133,23,289
"G1301950","1920","Georgia","130","Madison","1950","Madison",2634,1046,874,121,51,57
"G1301970","1920","Georgia","130","Marion","1970","Marion",994,593,435,149,9,23
"G1301990","1920","Georgia","130","Meriwether","1990","Meriwether",4080,1421,1227,190,4,108
"G1302010","1920","Georgia","130","Miller","2010","Miller",1324,527,387,129,11,61
"G1302015","1920","Georgia","130","Milton","2015","Milton",741,661,547,94,20,24
"G1302050","1920","Georgia","130","Mitchell","2050","Mitchell",4018,1249,911,321,17,225
"G1302070","1920","Georgia","130","Monroe","2070","Monroe",2816,1182,847,215,120,202
"G1302090","1920","Georgia","130","Montgomery","2090","Montgomery",1030,592,394,158,40,72
"G1302110","1920","Georgia","130","Morgan","2110","Morgan",3530,832,553,126,153,243
"G1302130","1920","Georgia","130","Murray","2130","Murray",1071,833,747,62,24,31
"G1302150","1920","Georgia","130","Muscogee","2150","Muscogee",7893,2011,1630,368,13,113
"G1302170","1920","Georgia","130","Newton","2170","Newton",3296,1031,742,131,158,196
"G1302190","1920","Georgia","130","Oconee","2190","Oconee",1666,530,437,84,9,60
"G1302210","1920","Georgia","130","Oglethorpe","2210","Oglethorpe",3118,897,656,159,82,127
"G1302230","1920","Georgia","130","Paulding","2230","Paulding",1495,1285,1074,158,53,81
"G1302270","1920","Georgia","130","Pickens","2270","Pickens",926,727,659,54,14,41
"G1302290","1920","Georgia","130","Pierce","2290","Pierce",1146,1190,905,242,43,42
"G1302310","1920","Georgia","130","Pike","2310","Pike",3087,1326,1107,181,38,143
"G1302330","1920","Georgia","130","Polk","2330","Polk",2863,1247,1049,178,20,133
"G1302350","1920","Georgia","130","Pulaski","2350","Pulaski",1937,638,420,169,49,52
"G1302370","1920","Georgia","130","Putnam","2370","Putnam",2447,527,395,112,20,207
"G1302390","1920","Georgia","130","Quitman","2390","Quitman",569,132,110,18,4,15
"G1302410","1920","Georgia","130","Rabun","2410","Rabun",518,614,548,55,11,45
"G1302430","1920","Georgia","130","Randolph","2430","Randolph",2607,987,620,184,183,155
"G1302450","1920","Georgia","130","Richmond","2450","Richmond",12293,3580,2785,575,220,542
"G1302470","1920","Georgia","130","Rockdale","2470","Rockdale",1325,610,543,62,5,25
"G1302490","1920","Georgia","130","Schley","2490","Schley",734,301,228,65,8,36
"G1302510","1920","Georgia","130","Screven","2510","Screven",3381,1355,1083,210,62,176
"G1302550","1920","Georgia","130","Spalding","2550","Spalding",3633,1097,937,118,42,158
"G1302570","1920","Georgia","130","Stephens","2570","Stephens",1357,861,554,243,64,47
"G1302590","1920","Georgia","130","Stewart","2590","Stewart",1932,630,480,129,21,77
"G1302610","1920","Georgia","130","Sumter","2610","Sumter",5197,1511,1139,317,55,205
"G1302630","1920","Georgia","130","Talbot","2630","Talbot",1704,606,552,51,3,24
"G1302650","1920","Georgia","130","Taliaferro","2650","Taliaferro",1337,459,362,92,5,53
"G1302670","1920","Georgia","130","Tattnall","2670","Tattnall",1405,1231,1058,145,28,94
"G1302690","1920","Georgia","130","Taylor","2690","Taylor",1474,888,733,136,19,103
"G1302710","1920","Georgia","130","Telfair","2710","Telfair",1621,1324,983,241,100,103
"G1302730","1920","Georgia","130","Terrell","2730","Terrell",3080,821,604,170,47,421
"G1302750","1920","Georgia","130","Thomas","2750","Thomas",4549,2749,2166,533,50,198
"G1302770","1920","Georgia","130","Tift","2770","Tift",2025,1021,584,412,25,50
"G1302790","1920","Georgia","130","Toombs","2790","Toombs",1708,994,717,272,5,42
"G1302810","1920","Georgia","130","Towns","2810","Towns",279,489,475,14,0,16
"G1302830","1920","Georgia","130","Treutlen","2830","Treutlen",977,459,305,102,52,34
"G1302850","1920","Georgia","130","Troup","2850","Troup",5881,1630,1353,248,29,266
"G1302870","1920","Georgia","130","Turner","2870","Turner",1810,678,458,162,58,134
"G1302890","1920","Georgia","130","Twiggs","2890","Twiggs",1609,418,339,35,44,162
"G1302910","1920","Georgia","130","Union","2910","Union",418,815,772,39,4,12
"G1302930","1920","Georgia","130","Upson","2930","Upson",2249,731,558,148,25,88
"G1302950","1920","Georgia","130","Walker","2950","Walker",2509,2001,1647,343,11,135
"G1302970","1920","Georgia","130","Walton","2970","Walton",3603,1256,980,214,62,201
"G1302990","1920","Georgia","130","Ware","2990","Ware",3702,2019,1592,389,38,178
"G1303010","1920","Georgia","130","Warren","3010","Warren",1884,595,528,41,26,47
"G1303030","1920","Georgia","130","Washington","3030","Washington",4430,1311,1044,209,58,302
"G1303050","1920","Georgia","130","Wayne","3050","Wayne",1424,1351,1157,174,20,116
"G1303070","1920","Georgia","130","Webster","3070","Webster",792,277,197,73,7,40
"G1303090","1920","Georgia","130","Wheeler","3090","Wheeler",1206,646,414,195,37,54
"G1303110","1920","Georgia","130","White","3110","White",607,587,538,40,9,31
"G1303130","1920","Georgia","130","Whitfield","3130","Whitfield",1867,1578,1333,218,27,99
"G1303150","1920","Georgia","130","Wilcox","3150","Wilcox",2120,984,714,237,33,242
"G1303170","1920","Georgia","130","Wilkes","3170","Wilkes",3821,1328,972,212,144,308
"G1303190","1920","Georgia","130","Wilkinson","3190","Wilkinson",1573,776,664,100,12,72
"G1303210","1920","Georgia","130","Worth","3210","Worth",3569,1255,902,321,32,198
"G1550015","1920","Hawaii Territory","155","Hawaii","0015","Hawaii",15686,2852,2314,502,36,162
"G1550035","1920","Hawaii Territory","155","Honolulu","0035","Honolulu",24333,4035,2924,1063,48,289
"G1550055","1920","Hawaii Territory","155","Kalawao","0055","Kalawao",184,47,34,0,13,2
"G1550075","1920","Hawaii Territory","155","Kauai","0075","Kauai",7302,591,536,43,12,60
"G1550095","1920","Hawaii Territory","155","Maui","0095","Maui",8881,1170,1067,76,27,76
"G1600010","1920","Idaho","160","Ada","0010","Ada",3789,4585,2334,2194,57,225
"G1600030","1920","Idaho","160","Adams","0030","Adams",231,529,300,221,8,18
"G1600050","1920","Idaho","160","Bannock","0050","Bannock",2662,3173,1291,1774,108,194
"G1600070","1920","Idaho","160","Bear Lake","0070","Bear Lake",564,1234,928,298,8,46
"G1600090","1920","Idaho","160","Benewah","0090","Benewah",721,957,692,247,18,55
"G1600110","1920","Idaho","160","Bingham","0110","Bingham",1248,2519,1017,1460,42,118
"G1600130","1920","Idaho","160","Blaine","0130","Blaine",402,670,376,277,17,39
"G1600150","1920","Idaho","160","Boise","0150","Boise",155,336,240,87,9,19
"G1600170","1920","Idaho","160","Bonner","0170","Bonner",1188,1827,1141,659,27,119
"G1600190","1920","Idaho","160","Bonneville","0190","Bonneville",1303,2192,1100,1081,11,301
"G1600210","1920","Idaho","160","Boundary","0210","Boundary",435,547,305,194,48,67
"G1600230","1920","Idaho","160","Butte","0230","Butte",258,423,163,256,4,9
"G1600250","1920","Idaho","160","Camas","0250","Camas",91,340,166,171,3,7
