GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AYV001,AZZ001,AZZ002,AZZ003,AZZ004,AZZ005,AZZ006,AZZ007,AZZ008,AZZ009,AZZ010
"G4800110","1900","Texas","480","Armstrong","0110","Armstrong",235,12,132,3,26,4,21,2,2,24,5
"G4800130","1900","Texas","480","Atascosa","0130","Atascosa",1273,507,76,15,326,12,55,1,6,204,134
"G4800150","1900","Texas","480","Austin","0150","Austin",3896,1047,508,35,1362,13,427,35,17,341,102
"G4800170","1900","Texas","480","Bailey","0170","Bailey",1,0,0,0,0,0,1,0,0,0,0
"G4800190","1900","Texas","480","Bandera","0190","Bandera",954,371,87,59,216,4,38,4,16,106,52
"G4800210","1900","Texas","480","Bastrop","0210","Bastrop",4876,909,411,150,1918,5,471,130,53,770,45
"G4800230","1900","Texas","480","Baylor","0230","Baylor",584,90,93,27,137,3,97,8,11,99,14
"G4800250","1900","Texas","480","Bee","0250","Bee",1528,276,59,4,319,4,240,19,14,444,177
"G4800270","1900","Texas","480","Bell","0270","Bell",8414,1401,522,61,2837,12,1185,217,76,2054,170
"G4800290","1900","Texas","480","Bexar","0290","Bexar",13279,1147,212,36,936,10,3302,476,234,6839,726
"G4800310","1900","Texas","480","Blanco","0310","Blanco",857,372,103,13,201,1,45,9,9,96,6
"G4800330","1900","Texas","480","Borden","0330","Borden",154,1,78,2,41,0,16,0,0,12,3
"G4800350","1900","Texas","480","Bosque","0350","Bosque",3183,853,287,29,1007,51,387,45,23,434,81
"G4800370","1900","Texas","480","Bowie","0370","Bowie",5209,1241,228,15,1795,5,557,111,22,1196,82
"G4800390","1900","Texas","480","Brazoria","0390","Brazoria",3070,500,173,174,886,17,267,29,90,652,286
"G4800410","1900","Texas","480","Brazos","0410","Brazos",3833,774,216,27,1499,9,377,64,14,547,317
"G4800430","1900","Texas","480","Brewster","0430","Brewster",489,28,3,4,5,0,129,3,22,140,127
"G4800450","1900","Texas","480","Briscoe","0450","Briscoe",224,134,0,34,21,7,21,0,1,8,5
"G4800490","1900","Texas","480","Brown","0490","Brown",3014,914,239,24,839,10,383,57,21,490,59
"G4800510","1900","Texas","480","Burleson","0510","Burleson",3649,838,204,22,1302,17,234,27,11,942,44
"G4800530","1900","Texas","480","Burnet","0530","Burnet",1933,586,174,17,654,3,216,34,10,230,25
"G4800550","1900","Texas","480","Caldwell","0550","Caldwell",3914,667,267,233,1410,26,421,60,69,590,254
"G4800570","1900","Texas","480","Calhoun","0570","Calhoun",479,97,44,4,68,0,136,18,0,95,3
"G4800590","1900","Texas","480","Callahan","0590","Callahan",1585,365,312,8,457,5,179,48,7,199,24
"G4800610","1900","Texas","480","Cameron","0610","Cameron",3135,131,10,23,340,1,447,7,349,1289,576
"G4800630","1900","Texas","480","Camp","0630","Camp",1707,427,217,24,609,3,198,9,16,181,39
"G4800650","1900","Texas","480","Carson","0650","Carson",92,47,0,2,5,2,16,0,1,13,2
"G4800670","1900","Texas","480","Cass","0670","Cass",4134,1574,360,30,1226,7,279,12,25,602,93
"G4800690","1900","Texas","480","Castro","0690","Castro",94,3,68,3,12,3,0,0,0,1,5
"G4800710","1900","Texas","480","Chambers","0710","Chambers",590,291,3,0,34,0,150,0,0,91,15
"G4800730","1900","Texas","480","Cherokee","0730","Cherokee",4574,1575,271,30,1624,4,287,23,27,698,36
"G4800750","1900","Texas","480","Childress","0750","Childress",408,195,7,2,52,0,76,6,3,54,8
"G4800770","1900","Texas","480","Clay","0770","Clay",1727,398,163,160,412,8,178,29,91,220,55
"G4800790","1900","Texas","480","Cochran","0790","Cochran",9,0,0,0,0,8,0,0,0,0,1
"G4800810","1900","Texas","480","Coke","0810","Coke",583,110,232,3,141,2,40,1,4,63,11
"G4800830","1900","Texas","480","Coleman","0830","Coleman",1817,540,225,39,558,24,184,8,22,186,51
"G4800850","1900","Texas","480","Collin","0850","Collin",9528,1972,533,34,3875,10,1066,162,22,1784,107
"G4800870","1900","Texas","480","Collingsworth","0870","Collingsworth",250,7,196,0,9,12,5,0,0,4,29
"G4800890","1900","Texas","480","Colorado","0890","Colorado",4352,939,297,46,1499,11,438,37,128,746,201
"G4800910","1900","Texas","480","Comal","0910","Comal",1439,388,181,6,163,1,235,33,5,425,29
"G4800930","1900","Texas","480","Comanche","0930","Comanche",4131,1330,407,25,1696,16,301,29,30,285,86
"G4800950","1900","Texas","480","Concho","0950","Concho",269,56,56,4,14,0,44,24,2,66,3
"G4800970","1900","Texas","480","Cooke","0970","Cooke",5355,1176,522,6,1572,10,732,265,13,1015,46
"G4800990","1900","Texas","480","Coryell","0990","Coryell",3817,1281,242,50,1438,14,135,43,220,367,59
"G4801010","1900","Texas","480","Cottle","1010","Cottle",169,103,3,0,19,3,23,0,0,8,8
"G4801030","1900","Texas","480","Crane","1030","Crane",10,1,0,0,5,1,0,0,0,0,2
"G4801050","1900","Texas","480","Crockett","1050","Crockett",322,52,4,11,9,0,115,7,4,96,11
"G4801070","1900","Texas","480","Crosby","1070","Crosby",147,108,0,5,10,3,3,0,3,9,6
"G4801110","1900","Texas","480","Dallam","1110","Dallam",29,2,1,0,0,0,4,0,0,7,12
"G4801130","1900","Texas","480","Dallas","1130","Dallas",15796,1654,305,62,2699,9,3132,670,204,7250,305
"G4801150","1900","Texas","480","Dawson","1150","Dawson",3,0,0,0,3,0,0,0,0,0,0
"G4801170","1900","Texas","480","Deaf Smith","1170","Deaf Smith",174,101,0,0,2,1,38,0,1,10,15
"G4801190","1900","Texas","480","Delta","1190","Delta",2831,708,174,41,1336,18,190,17,32,323,34
"G4801210","1900","Texas","480","Denton","1210","Denton",5384,1308,493,5,1740,9,751,165,24,882,59
"G4801230","1900","Texas","480","De Witt","1230","De Witt",3927,902,253,36,942,12,323,34,405,895,152
"G4801250","1900","Texas","480","Dickens","1250","Dickens",216,71,81,0,29,1,11,4,0,13,5
"G4801270","1900","Texas","480","Dimmit","1270","Dimmit",205,45,24,1,30,0,26,2,1,58,12
"G4801290","1900","Texas","480","Donley","1290","Donley",597,36,2,133,20,1,184,14,7,169,36
"G4801310","1900","Texas","480","Duval","1310","Duval",1519,227,8,26,98,2,156,6,204,540,306
"G4801330","1900","Texas","480","Eastland","1330","Eastland",3310,762,665,11,1004,8,357,75,20,373,68
"G4801350","1900","Texas","480","Ector","1350","Ector",85,1,0,0,0,0,43,1,0,29,5
"G4801370","1900","Texas","480","Edwards","1370","Edwards",554,249,2,29,75,8,7,0,83,82,22
"G4801390","1900","Texas","480","Ellis","1390","Ellis",9325,1453,576,31,3623,21,1340,326,57,1820,166
"G4801410","1900","Texas","480","El Paso","1410","El Paso",5173,189,8,24,73,0,1103,144,57,3538,158
"G4801430","1900","Texas","480","Erath","1430","Erath",5460,1368,581,31,1763,18,496,120,45,1007,94
"G4801450","1900","Texas","480","Falls","1450","Falls",6327,1047,372,35,2976,25,489,98,20,913,441
"G4801470","1900","Texas","480","Fannin","1470","Fannin",9950,1970,506,18,4340,8,1310,225,10,1487,138
"G4801490","1900","Texas","480","Fayette","1490","Fayette",6796,1808,555,25,2677,15,622,51,42,906,102
"G4801510","1900","Texas","480","Fisher","1510","Fisher",660,341,28,1,153,0,44,4,12,67,6
"G4801530","1900","Texas","480","Floyd","1530","Floyd",395,55,225,1,16,1,61,1,0,37,3
"G4801550","1900","Texas","480","Foard","1550","Foard",288,183,0,5,28,2,27,0,3,35,5
"G4801570","1900","Texas","480","Fort Bend","1570","Fort Bend",3440,470,339,13,1455,19,192,18,13,543,366
"G4801590","1900","Texas","480","Franklin","1590","Franklin",1608,496,122,122,643,2,49,3,37,113,34
"G4801610","1900","Texas","480","Freestone","1610","Freestone",3591,1046,283,40,1765,3,150,11,21,253,49
"G4801630","1900","Texas","480","Frio","1630","Frio",785,243,47,4,114,5,98,0,33,213,39
"G4801650","1900","Texas","480","Gaines","1650","Gaines",18,0,0,0,0,10,0,0,0,0,5
"G4801670","1900","Texas","480","Galveston","1670","Galveston",8664,413,78,32,274,4,2035,437,265,5180,379
"G4801690","1900","Texas","480","Garza","1690","Garza",46,0,25,1,10,0,0,1,2,0,5
"G4801710","1900","Texas","480","Gillespie","1710","Gillespie",1549,827,152,12,173,4,175,24,6,150,30
"G4801730","1900","Texas","480","Glasscock","1730","Glasscock",58,15,32,0,0,0,2,0,1,9,0
"G4801750","1900","Texas","480","Goliad","1750","Goliad",1476,481,116,5,361,9,193,5,14,240,57
"G4801770","1900","Texas","480","Gonzales","1770","Gonzales",5033,1097,397,27,2098,23,367,66,54,740,255
"G4801790","1900","Texas","480","Gray","1790","Gray",101,14,66,0,2,5,1,0,0,1,20
"G4801810","1900","Texas","480","Grayson","1810","Grayson",12563,1874,468,21,3157,3,2522,564,28,4013,102
"G4801830","1900","Texas","480","Gregg","1830","Gregg",2368,540,121,33,466,9,462,32,8,633,57
"G4801850","1900","Texas","480","Grimes","1850","Grimes",5019,995,309,82,2278,19,364,38,28,696,251
"G4801870","1900","Texas","480","Guadalupe","1870","Guadalupe",3948,973,559,40,1223,26,314,17,21,647,185
"G4801890","1900","Texas","480","Hale","1890","Hale",322,229,0,8,21,0,31,0,3,18,16
"G4801910","1900","Texas","480","Hall","1910","Hall",342,173,8,1,42,0,67,2,1,41,2
"G4801930","1900","Texas","480","Hamilton","1930","Hamilton",2415,606,386,18,776,8,211,64,16,280,51
"G4801950","1900","Texas","480","Hansford","1950","Hansford",31,20,0,0,0,0,1,1,0,2,5
"G4801970","1900","Texas","480","Hardeman","1970","Hardeman",739,89,76,3,100,7,172,42,29,159,46
"G4801990","1900","Texas","480","Hardin","1990","Hardin",954,190,2,35,63,1,52,1,49,456,88
"G4802010","1900","Texas","480","Harris","2010","Harris",12511,1158,249,171,515,23,2608,602,372,6679,810
"G4802030","1900","Texas","480","Harrison","2030","Harrison",6084,1487,274,40,2084,9,746,93,40,1133,200
"G4802050","1900","Texas","480","Hartley","2050","Hartley",88,15,6,5,5,0,15,6,1,14,15
"G4802070","1900","Texas","480","Haskell","2070","Haskell",453,104,80,9,107,6,53,11,1,57,24
"G4802090","1900","Texas","480","Hays","2090","Hays",2559,438,217,44,782,8,316,18,20,494,232
"G4802110","1900","Texas","480","Hemphill","2110","Hemphill",183,63,0,0,9,0,56,2,0,43,7
"G4802130","1900","Texas","480","Henderson","2130","Henderson",3700,1276,444,74,1301,25,144,8,46,329,71
"G4802150","1900","Texas","480","Hidalgo","2150","Hidalgo",1260,164,2,51,256,1,108,3,32,619,71
"G4802170","1900","Texas","480","Hill","2170","Hill",7619,1411,607,33,2912,15,914,257,37,1360,125
"G4802190","1900","Texas","480","Hockley","2190","Hockley",10,0,0,0,0,9,0,0,0,0,1
"G4802210","1900","Texas","480","Hood","2210","Hood",1710,524,186,3,607,0,162,20,15,172,31
"G4802230","1900","Texas","480","Hopkins","2230","Hopkins",5214,2015,301,32,1822,17,424,29,49,528,101
"G4802250","1900","Texas","480","Houston","2250","Houston",4696,1667,355,179,1598,41,233,36,15,398,225
"G4802270","1900","Texas","480","Howard","2270","Howard",499,5,106,0,30,0,127,37,4,189,7
"G4802310","1900","Texas","480","Hunt","2310","Hunt",8912,1749,673,23,3323,11,1096,276,31,1714,76
"G4802330","1900","Texas","480","Hutchinson","2330","Hutchinson",67,53,0,2,1,3,0,0,0,0,7
"G4802350","1900","Texas","480","Irion","2350","Irion",148,42,6,0,18,3,43,1,0,28,14
"G4802370","1900","Texas","480","Jack","2370","Jack",1958,748,160,30,542,4,160,77,8,227,16
"G4802390","1900","Texas","480","Jackson","2390","Jackson",1140,279,126,35,365,5,104,31,29,133,32
"G4802410","1900","Texas","480","Jasper","2410","Jasper",1201,504,60,10,248,2,125,11,50,177,20
"G4802430","1900","Texas","480","Jeff Davis","2430","Jeff Davis",254,44,1,0,5,0,35,2,1,158,2
"G4802450","1900","Texas","480","Jefferson","2450","Jefferson",2716,232,26,2,90,6,698,149,30,1257,186
"G4802510","1900","Texas","480","Johnson","2510","Johnson",6279,1163,486,125,1941,4,941,258,59,1261,74
"G4802530","1900","Texas","480","Jones","2530","Jones",1228,501,20,15,375,8,120,4,17,115,60
"G4802550","1900","Texas","480","Karnes","2550","Karnes",1628,457,89,5,439,2,125,21,5,365,117
"G4802570","1900","Texas","480","Kaufman","2570","Kaufman",5982,949,396,98,2144,8,888,180,46,1213,117
"G4802590","1900","Texas","480","Kendall","2590","Kendall",795,300,126,0,108,1,103,3,4,102,35
"G4802630","1900","Texas","480","Kent","2630","Kent",166,15,0,98,28,0,0,0,7,11,6
"G4802650","1900","Texas","480","Kerr","2650","Kerr",928,316,65,6,114,11,144,20,9,202,36
"G4802670","1900","Texas","480","Kimble","2670","Kimble",426,158,38,5,94,2,39,3,12,61,13
"G4802690","1900","Texas","480","King","2690","King",94,10,39,0,7,0,16,2,1,14,2
"G4802710","1900","Texas","480","Kinney","2710","Kinney",469,49,2,2,24,11,88,1,7,204,82
"G4802750","1900","Texas","480","Knox","2750","Knox",416,234,2,5,108,8,25,0,3,27,9
"G4802770","1900","Texas","480","Lamar","2770","Lamar",9560,1700,560,144,3671,16,1073,164,59,2061,186
"G4802790","1900","Texas","480","Lamb","2790","Lamb",8,4,0,0,0,0,1,0,0,3,3
"G4802810","1900","Texas","480","Lampasas","2810","Lampasas",1622,475,95,10,388,6,261,37,16,344,35
"G4802830","1900","Texas","480","La Salle","2830","La Salle",499,58,17,3,22,1,114,20,1,207,48
"G4802850","1900","Texas","480","Lavaca","2850","Lavaca",5084,1206,531,109,1880,12,484,134,28,613,122
"G4802870","1900","Texas","480","Lee","2870","Lee",2703,924,177,91,1025,2,201,26,15,247,14
"G4802890","1900","Texas","480","Leon","2890","Leon",3360,1075,168,108,1394,5,174,16,14,343,71
"G4802910","1900","Texas","480","Liberty","2910","Liberty",1531,605,24,22,400,6,57,1,66,294,48
