GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A47001,A48001,A48002,A49001,A49002,A49003,A49004,A49005,A49006,A49007,A49008,A49009,A49010
"G4801130","1910","Texas","480","Dallas","1130","Dallas",29461,5048,24413,1450,436,82,3040,40,5836,2651,176,14822,928
"G4801150","1910","Texas","480","Dawson","1150","Dawson",442,321,121,85,128,1,107,0,51,2,2,36,30
"G4801170","1910","Texas","480","Deaf Smith","1170","Deaf Smith",865,346,519,81,118,1,146,0,250,58,1,196,14
"G4801190","1910","Texas","480","Delta","1190","Delta",2882,2030,852,492,186,1,1350,1,340,36,10,430,36
"G4801210","1910","Texas","480","Denton","1210","Denton",6501,4035,2466,979,625,4,2421,6,966,272,26,1130,72
"G4801230","1910","Texas","480","De Witt","1230","De Witt",4807,2604,2203,851,428,0,1325,0,873,126,16,1116,72
"G4801250","1910","Texas","480","Dickens","1250","Dickens",599,334,265,178,20,3,133,0,88,8,34,126,9
"G4801270","1910","Texas","480","Dimmit","1270","Dimmit",733,141,592,41,44,1,52,3,130,54,15,342,51
"G4801290","1910","Texas","480","Donley","1290","Donley",1044,545,499,103,184,0,258,0,279,29,5,179,7
"G4801310","1910","Texas","480","Duval","1310","Duval",1710,653,1057,402,5,10,225,11,498,26,16,480,37
"G4801330","1910","Texas","480","Eastland","1330","Eastland",4646,2950,1696,1033,478,9,1429,1,802,73,9,711,101
"G4801350","1910","Texas","480","Ector","1350","Ector",278,83,195,10,54,1,17,1,70,26,0,93,6
"G4801370","1910","Texas","480","Edwards","1370","Edwards",700,452,248,80,236,3,132,1,56,6,6,162,18
"G4801390","1910","Texas","480","Ellis","1390","Ellis",11026,5546,5480,1024,658,44,3809,11,1922,339,48,2925,246
"G4801410","1910","Texas","480","El Paso","1410","El Paso",11782,469,11313,258,84,0,127,0,2434,667,140,7641,431
"G4801430","1910","Texas","480","Erath","1430","Erath",6370,3984,2386,1146,952,14,1864,8,647,197,19,1434,89
"G4801450","1910","Texas","480","Falls","1450","Falls",7170,4467,2703,888,525,64,2980,10,807,152,103,1334,307
"G4801470","1910","Texas","480","Fannin","1470","Fannin",9219,5694,3525,1415,499,19,3751,10,1393,245,73,1658,156
"G4801490","1910","Texas","480","Fayette","1490","Fayette",6083,4276,1807,1380,772,1,2123,0,779,92,20,858,58
"G4801510","1910","Texas","480","Fisher","1510","Fisher",2415,1768,647,327,459,5,976,1,212,81,30,272,52
"G4801530","1910","Texas","480","Floyd","1530","Floyd",923,602,321,161,207,5,228,1,161,45,0,107,8
"G4801550","1910","Texas","480","Foard","1550","Foard",1089,681,408,217,109,9,344,2,223,3,5,153,24
"G4801570","1910","Texas","480","Fort Bend","1570","Fort Bend",3845,2361,1484,596,249,8,1502,6,374,27,7,897,179
"G4801590","1910","Texas","480","Franklin","1590","Franklin",1880,1592,288,667,85,58,778,4,67,5,30,160,26
"G4801610","1910","Texas","480","Freestone","1610","Freestone",4171,2973,1198,1006,360,0,1606,1,433,91,8,581,85
"G4801630","1910","Texas","480","Frio","1630","Frio",1759,835,924,197,97,5,534,2,259,49,11,495,110
"G4801650","1910","Texas","480","Gaines","1650","Gaines",279,207,72,0,167,0,39,1,28,2,0,33,9
"G4801670","1910","Texas","480","Galveston","1670","Galveston",9969,741,9228,416,142,2,181,0,2315,418,55,6032,408
"G4801690","1910","Texas","480","Garza","1690","Garza",391,99,292,42,20,0,37,0,37,50,7,118,80
"G4801710","1910","Texas","480","Gillespie","1710","Gillespie",1975,1265,710,705,286,3,271,0,300,64,10,307,29
"G4801730","1910","Texas","480","Glasscock","1730","Glasscock",227,167,60,10,89,0,68,0,19,7,0,33,1
"G4801750","1910","Texas","480","Goliad","1750","Goliad",1906,1103,803,393,101,1,608,0,241,38,7,478,39
"G4801770","1910","Texas","480","Gonzales","1770","Gonzales",5559,3787,1772,1121,403,6,2250,7,488,79,24,1062,119
"G4801790","1910","Texas","480","Gray","1790","Gray",709,428,281,68,224,2,133,1,112,22,5,122,20
"G4801810","1910","Texas","480","Grayson","1810","Grayson",14572,5382,9190,1400,607,12,3355,8,3246,801,107,4747,289
"G4801830","1910","Texas","480","Gregg","1830","Gregg",2885,1427,1458,610,126,9,681,1,518,63,68,770,39
"G4801850","1910","Texas","480","Grimes","1850","Grimes",4433,2907,1526,839,280,31,1753,4,396,52,67,922,89
"G4801870","1910","Texas","480","Guadalupe","1870","Guadalupe",4964,3161,1803,1010,491,32,1618,10,442,24,117,1075,145
"G4801890","1910","Texas","480","Hale","1890","Hale",1600,704,896,300,171,1,230,2,396,67,11,397,25
"G4801910","1910","Texas","480","Hall","1910","Hall",1597,986,611,123,194,3,666,0,304,65,10,225,7
"G4801930","1910","Texas","480","Hamilton","1930","Hamilton",3029,2101,928,574,596,9,922,0,456,81,10,352,29
"G4801950","1910","Texas","480","Hansford","1950","Hansford",181,151,30,89,27,0,35,0,16,3,1,9,1
"G4801970","1910","Texas","480","Hardeman","1970","Hardeman",2221,1028,1193,199,239,6,580,4,467,105,22,553,46
"G4801990","1910","Texas","480","Hardin","1990","Hardin",2811,332,2479,236,9,2,85,0,595,14,79,1747,44
"G4802010","1910","Texas","480","Harris","2010","Harris",25295,2476,22819,1404,334,4,729,5,5960,1926,204,13845,884
"G4802030","1910","Texas","480","Harrison","2030","Harrison",7711,4340,3371,1835,294,9,2202,0,1144,148,46,1948,85
"G4802050","1910","Texas","480","Hartley","2050","Hartley",285,143,142,36,51,1,54,1,60,6,3,66,7
"G4802070","1910","Texas","480","Haskell","2070","Haskell",3086,2105,981,441,368,20,1242,34,420,101,27,384,49
"G4802090","1910","Texas","480","Hays","2090","Hays",3097,1499,1598,409,195,13,873,9,488,124,49,738,199
"G4802110","1910","Texas","480","Hemphill","2110","Hemphill",699,251,448,52,99,9,83,8,173,17,12,209,37
"G4802130","1910","Texas","480","Henderson","2130","Henderson",3988,3171,817,1208,526,3,1427,7,204,72,35,416,90
"G4802150","1910","Texas","480","Hidalgo","2150","Hidalgo",2859,627,2232,245,118,14,248,2,601,122,20,1266,223
"G4802170","1910","Texas","480","Hill","2170","Hill",9369,5257,4112,1088,729,82,3346,12,1381,397,50,2079,205
"G4802190","1910","Texas","480","Hockley","2190","Hockley",27,23,4,0,17,0,6,0,0,0,0,4,0
"G4802210","1910","Texas","480","Hood","2210","Hood",2060,1566,494,542,283,0,741,0,248,31,6,193,16
"G4802230","1910","Texas","480","Hopkins","2230","Hopkins",6067,4702,1365,1856,516,9,2318,3,517,81,31,672,64
"G4802250","1910","Texas","480","Houston","2250","Houston",5857,4085,1772,1609,360,80,2031,5,409,38,39,1105,181
"G4802270","1910","Texas","480","Howard","2270","Howard",1722,749,973,251,121,1,376,0,305,89,7,429,143
"G4802310","1910","Texas","480","Hunt","2310","Hunt",9798,5460,4338,1272,571,16,3598,3,1614,426,69,2124,105
"G4802330","1910","Texas","480","Hutchinson","2330","Hutchinson",173,149,24,95,30,0,24,0,11,0,0,7,6
"G4802350","1910","Texas","480","Irion","2350","Irion",258,91,167,51,26,0,14,0,64,3,0,83,17
"G4802370","1910","Texas","480","Jack","2370","Jack",2370,1746,624,540,386,5,814,1,225,58,31,278,32
"G4802390","1910","Texas","480","Jackson","2390","Jackson",1240,759,481,277,84,0,397,1,199,30,3,242,7
"G4802410","1910","Texas","480","Jasper","2410","Jasper",2663,853,1810,619,43,0,191,0,341,24,16,1412,17
"G4802430","1910","Texas","480","Jeff Davis","2430","Jeff Davis",400,95,305,49,43,0,3,0,115,6,3,171,10
"G4802450","1910","Texas","480","Jefferson","2450","Jefferson",7912,494,7418,245,53,4,192,0,1815,515,31,4865,192
"G4802510","1910","Texas","480","Johnson","2510","Johnson",7144,3449,3695,1011,651,8,1776,3,1291,353,39,1828,184
"G4802530","1910","Texas","480","Jones","2530","Jones",4839,2764,2075,564,504,15,1678,3,794,178,32,970,101
"G4802550","1910","Texas","480","Karnes","2550","Karnes",2799,1734,1065,421,248,9,1056,0,318,53,5,651,38
"G4802570","1910","Texas","480","Kaufman","2570","Kaufman",6803,3863,2940,823,457,15,2559,9,1044,189,40,1428,239
"G4802590","1910","Texas","480","Kendall","2590","Kendall",1045,580,465,290,176,1,109,4,202,33,2,209,19
"G4802630","1910","Texas","480","Kent","2630","Kent",488,313,175,99,57,0,156,1,49,21,0,100,5
"G4802650","1910","Texas","480","Kerr","2650","Kerr",1168,552,616,236,180,2,134,0,233,53,7,295,28
"G4802670","1910","Texas","480","Kimble","2670","Kimble",631,411,220,137,176,5,91,2,45,16,13,129,17
"G4802690","1910","Texas","480","King","2690","King",148,104,44,32,9,1,62,0,20,0,0,23,1
"G4802710","1910","Texas","480","Kinney","2710","Kinney",691,127,564,51,37,0,32,7,161,5,7,307,84
"G4802750","1910","Texas","480","Knox","2750","Knox",1893,1110,783,278,215,6,609,2,312,73,15,329,54
"G4802770","1910","Texas","480","Lamar","2770","Lamar",9661,5468,4193,1338,505,43,3575,7,1287,233,111,2355,207
"G4802790","1910","Texas","480","Lamb","2790","Lamb",113,90,23,12,57,0,21,0,10,2,0,11,0
"G4802810","1910","Texas","480","Lampasas","2810","Lampasas",2021,1106,915,450,194,2,459,1,390,50,18,407,50
"G4802830","1910","Texas","480","La Salle","2830","La Salle",1116,246,870,79,56,3,106,2,274,12,8,510,66
"G4802850","1910","Texas","480","Lavaca","2850","Lavaca",5238,3631,1607,1077,806,2,1746,0,661,120,8,767,51
"G4802870","1910","Texas","480","Lee","2870","Lee",2583,2021,562,643,381,4,992,1,280,23,6,221,32
"G4802890","1910","Texas","480","Leon","2890","Leon",3375,2698,677,1016,271,14,1393,4,204,24,40,338,71
"G4802910","1910","Texas","480","Liberty","2910","Liberty",2254,975,1279,571,25,3,374,2,223,16,61,944,35
"G4802930","1910","Texas","480","Limestone","2930","Limestone",6832,4451,2381,1070,596,9,2775,1,799,89,34,1362,97
"G4802950","1910","Texas","480","Lipscomb","2950","Lipscomb",588,353,235,99,161,2,86,5,109,21,1,86,18
"G4802970","1910","Texas","480","Live Oak","2970","Live Oak",714,449,265,124,67,8,248,2,56,8,4,159,38
"G4802990","1910","Texas","480","Llano","2990","Llano",1351,761,590,322,114,1,322,2,222,22,14,303,29
"G4803010","1910","Texas","480","Loving","3010","Loving",86,78,8,12,66,0,0,0,5,0,0,3,0
"G4803030","1910","Texas","480","Lubbock","3030","Lubbock",781,200,581,82,59,1,58,0,245,43,6,280,7
"G4803050","1910","Texas","480","Lynn","3050","Lynn",332,212,120,78,71,2,61,0,68,9,1,31,11
"G4803070","1910","Texas","480","McCulloch","3070","Mcculloch",2616,1494,1122,319,365,7,802,1,415,46,119,426,116
"G4803090","1910","Texas","480","McLennan","3090","Mclennan",14789,5463,9326,1432,659,38,3323,11,2692,695,525,4851,563
"G4803110","1910","Texas","480","McMullen","3110","Mcmullen",220,93,127,50,16,0,27,0,48,5,2,71,1
"G4803130","1910","Texas","480","Madison","3130","Madison",2016,1673,343,684,170,5,814,0,121,25,8,154,35
"G4803150","1910","Texas","480","Marion","3150","Marion",2227,1366,861,700,66,14,576,10,306,4,25,470,56
"G4803170","1910","Texas","480","Martin","3170","Martin",325,155,170,46,63,0,45,1,65,20,2,78,5
"G4803190","1910","Texas","480","Mason","3190","Mason",1173,828,345,345,138,6,338,1,131,24,4,165,21
"G4803210","1910","Texas","480","Matagorda","3210","Matagorda",2887,1071,1816,273,189,0,609,0,769,112,6,863,66
"G4803230","1910","Texas","480","Maverick","3230","Maverick",1127,37,1090,16,7,1,13,0,279,16,5,703,87
"G4803250","1910","Texas","480","Medina","3250","Medina",2666,1337,1329,520,126,85,606,0,377,34,39,765,114
"G4803270","1910","Texas","480","Menard","3270","Menard",538,321,217,63,118,2,135,3,73,16,8,100,20
"G4803290","1910","Texas","480","Midland","3290","Midland",715,186,529,66,51,0,67,2,219,39,1,243,27
"G4803310","1910","Texas","480","Milam","3310","Milam",7393,4767,2626,1218,496,17,3033,3,759,117,131,1421,198
"G4803330","1910","Texas","480","Mills","3330","Mills",1909,1435,474,378,427,1,625,4,220,37,7,175,35
"G4803350","1910","Texas","480","Mitchell","3350","Mitchell",1763,1052,711,192,219,29,608,4,261,78,42,271,59
"G4803370","1910","Texas","480","Montague","3370","Montague",5093,3442,1651,1206,596,11,1625,4,809,87,23,662,70
"G4803390","1910","Texas","480","Montgomery","3390","Montgomery",3249,1750,1499,777,135,6,832,0,370,39,40,939,111
"G4803410","1910","Texas","480","Moore","3410","Moore",123,88,35,49,14,2,23,0,11,3,9,5,7
"G4803430","1910","Texas","480","Morris","3430","Morris",2083,1468,615,506,154,5,802,1,183,39,32,339,22
"G4803450","1910","Texas","480","Motley","3450","Motley",459,356,103,72,105,2,177,0,47,3,4,37,12
"G4803470","1910","Texas","480","Nacogdoches","3470","Nacogdoches",5647,3722,1925,1605,397,8,1710,2,402,67,56,1380,20
"G4803490","1910","Texas","480","Navarro","3490","Navarro",9483,5195,4288,1146,648,16,3382,3,1376,276,86,2338,212
"G4803510","1910","Texas","480","Newton","3510","Newton",2029,878,1151,722,22,1,133,0,151,6,27,941,26
"G4803530","1910","Texas","480","Nolan","3530","Nolan",2282,1084,1198,327,176,3,576,2,418,54,12,631,83
"G4803550","1910","Texas","480","Nueces","3550","Nueces",4770,850,3920,301,239,7,297,6,1078,389,93,2084,276
"G4803570","1910","Texas","480","Ochiltree","3570","Ochiltree",329,233,96,58,91,0,84,0,46,5,0,42,3
"G4803590","1910","Texas","480","Oldham","3590","Oldham",192,64,128,12,25,6,21,0,23,6,27,62,10
"G4803610","1910","Texas","480","Orange","3610","Orange",1956,330,1626,217,23,0,90,0,524,76,31,991,4
"G4803630","1910","Texas","480","Palo Pinto","3630","Palo Pinto",4134,1835,2299,634,325,17,852,7,702,111,98,1276,112
"G4803650","1910","Texas","480","Panola","3650","Panola",3938,3219,719,1375,356,2,1485,1,208,18,12,471,10
"G4803670","1910","Texas","480","Parker","3670","Parker",5458,3575,1883,1200,663,16,1691,5,906,103,24,734,116
"G4803690","1910","Texas","480","Parmer","3690","Parmer",366,160,206,38,78,0,44,0,58,14,3,122,9
"G4803710","1910","Texas","480","Pecos","3710","Pecos",461,94,367,35,44,0,7,8,85,54,5,171,52
"G4803730","1910","Texas","480","Polk","3730","Polk",3516,1611,1905,846,112,7,643,3,269,9,37,1475,115
"G4803750","1910","Texas","480","Potter","3750","Potter",2675,162,2513,63,36,1,62,0,663,242,6,1506,96
"G4803770","1910","Texas","480","Presidio","3770","Presidio",1065,175,890,49,62,0,61,3,340,50,15,461,24
"G4803790","1910","Texas","480","Rains","3790","Rains",1390,1186,204,479,75,3,627,2,72,6,9,108,9
"G4803810","1910","Texas","480","Randall","3810","Randall",712,349,363,82,106,0,161,0,127,36,0,198,2
"G4803830","1910","Texas","480","Reagan","3830","Reagan",74,48,26,6,29,0,12,1,8,3,1,11,3
"G4803870","1910","Texas","480","Red River","3870","Red River",5920,4503,1417,1431,205,12,2845,10,526,41,41,715,94
"G4803890","1910","Texas","480","Reeves","3890","Reeves",965,195,770,108,58,5,24,0,250,20,73,369,58
"G4803910","1910","Texas","480","Refugio","3910","Refugio",572,233,339,69,60,0,104,0,128,18,4,186,3
"G4803930","1910","Texas","480","Roberts","3930","Roberts",191,79,112,22,21,7,29,0,69,5,0,30,8
"G4803950","1910","Texas","480","Robertson","3950","Robertson",6165,3939,2226,911,266,8,2754,0,929,29,45,842,381
"G4803970","1910","Texas","480","Rockwall","3970","Rockwall",1664,829,835,196,86,4,538,5,285,76,9,372,93
"G4803990","1910","Texas","480","Runnels","3990","Runnels",4041,2404,1637,479,600,24,1294,7,610,224,17,725,61
"G4804010","1910","Texas","480","Rusk","4010","Rusk",5164,4304,860,1871,497,10,1924,2,267,47,28,454,64
"G4804030","1910","Texas","480","Sabine","4030","Sabine",1710,1000,710,561,56,0,382,1,91,12,88,510,9
"G4804050","1910","Texas","480","San Augustine","4050","San Augustine",2136,1534,602,627,101,3,802,1,125,11,21,432,13
"G4804070","1910","Texas","480","San Jacinto","4070","San Jacinto",1978,1435,543,723,41,8,660,3,89,0,26,283,145
"G4804090","1910","Texas","480","San Patricio","4090","San Patricio",1558,452,1106,120,79,1,252,0,267,54,8,675,102
"G4804110","1910","Texas","480","San Saba","4110","San Saba",2185,1500,685,459,363,3,658,17,263,45,9,310,58
"G4804130","1910","Texas","480","Schleicher","4130","Schleicher",393,206,187,91,32,39,42,2,56,2,1,73,55
"G4804150","1910","Texas","480","Scurry","4150","Scurry",2142,1351,791,454,219,3,671,4,378,18,32,323,40
"G4804170","1910","Texas","480","Shackelford","4170","Shackelford",847,556,291,83,227,5,241,0,83,31,39,126,12
"G4804190","1910","Texas","480","Shelby","4190","Shelby",4991,3375,1616,1792,311,3,1269,0,439,61,43,929,144
"G4804210","1910","Texas","480","Sherman","4210","Sherman",296,138,158,55,18,0,65,0,84,9,2,60,3
"G4804230","1910","Texas","480","Smith","4230","Smith",8471,5389,3082,1777,635,162,2800,15,888,189,133,1627,245
"G4804250","1910","Texas","480","Somervell","4250","Somervell",782,625,157,273,61,1,289,1,70,3,2,51,31
"G4804270","1910","Texas","480","Starr","4270","Starr",2497,850,1647,524,53,1,268,4,771,19,13,744,100
"G4804290","1910","Texas","480","Stephens","4290","Stephens",1579,1306,273,463,317,39,486,1,118,11,4,113,27
"G4804310","1910","Texas","480","Sterling","4310","Sterling",297,132,165,122,4,0,5,1,57,0,0,96,12
"G4804330","1910","Texas","480","Stonewall","4330","Stonewall",1040,818,222,200,193,1,422,2,91,6,10,96,19
"G4804350","1910","Texas","480","Sutton","4350","Sutton",330,121,209,9,92,1,19,0,82,12,0,106,9
"G4804370","1910","Texas","480","Swisher","4370","Swisher",830,488,342,149,144,1,194,0,172,34,2,127,7
"G4804390","1910","Texas","480","Tarrant","4390","Tarrant",23604,3471,20133,1226,489,29,1718,9,4671,2408,274,11988,792
"G4804410","1910","Texas","480","Taylor","4410","Taylor",5161,2290,2871,624,400,5,1258,3,1142,274,24,1313,118
"G4804430","1910","Texas","480","Terrell","4430","Terrell",322,51,271,39,1,1,10,0,79,16,19,151,6
"G4804450","1910","Texas","480","Terry","4450","Terry",315,237,78,34,141,1,60,1,47,1,2,25,3
"G4804470","1910","Texas","480","Throckmorton","4470","Throckmorton",857,665,192,156,215,0,294,0,75,19,5,73,20
"G4804490","1910","Texas","480","Titus","4490","Titus",3198,2348,850,901,172,2,1271,2,335,13,26,432,44
"G4804510","1910","Texas","480","Tom Green","4510","Tom Green",3677,978,2699,268,194,1,512,3,1039,272,26,1293,69
"G4804530","1910","Texas","480","Travis","4530","Travis",11314,3383,7931,937,400,8,2034,4,2412,579,90,4416,434
"G4804550","1910","Texas","480","Trinity","4550","Trinity",2533,1265,1268,668,119,5,472,1,278,49,13,881,47
"G4804570","1910","Texas","480","Tyler","4570","Tyler",1968,1051,917,720,67,0,263,1,234,25,15,635,8
"G4804590","1910","Texas","480","Upshur","4590","Upshur",4067,3070,997,1441,190,19,1416,4,217,27,72,431,250
"G4804610","1910","Texas","480","Upton","4610","Upton",161,109,52,1,99,0,9,0,5,2,0,8,37
"G4804630","1910","Texas","480","Uvalde","4630","Uvalde",2257,691,1566,318,121,1,244,7,612,95,20,714,125
"G4804650","1910","Texas","480","Val Verde","4650","Val Verde",1961,140,1821,98,9,0,33,0,701,11,24,1040,45
"G4804670","1910","Texas","480","Van Zandt","4670","Van Zandt",5213,4194,1019,1923,374,10,1885,2,458,22,40,427,72
"G4804690","1910","Texas","480","Victoria","4690","Victoria",3099,1484,1615,508,283,1,691,1,627,77,8,851,52
"G4804710","1910","Texas","480","Walker","4710","Walker",3149,2038,1111,724,136,21,1154,3,334,24,18,580,155
"G4804730","1910","Texas","480","Waller","4730","Waller",2694,1943,751,657,200,8,1078,0,311,24,5,359,52
"G4804750","1910","Texas","480","Ward","4750","Ward",532,188,344,45,30,13,100,0,70,8,31,178,57
"G4804770","1910","Texas","480","Washington","4770","Washington",5299,3541,1758,1002,448,9,2078,4,712,74,32,757,183
"G4804790","1910","Texas","480","Webb","4790","Webb",4684,409,4275,221,15,0,168,5,1167,63,13,2864,168
"G4804810","1910","Texas","480","Wharton","4810","Wharton",4548,2503,2045,557,417,3,1524,2,434,144,21,1363,83
"G4804830","1910","Texas","480","Wheeler","4830","Wheeler",1018,722,296,150,323,0,249,0,127,29,3,128,9
"G4804850","1910","Texas","480","Wichita","4850","Wichita",3114,1021,2093,150,293,13,563,2,562,221,37,1161,112
"G4804870","1910","Texas","480","Wilbarger","4870","Wilbarger",2293,1411,882,257,278,9,866,1,385,51,24,374,48
"G4804910","1910","Texas","480","Williamson","4910","Williamson",8340,4258,4082,1162,636,9,2447,4,1300,361,116,2005,300
"G4804930","1910","Texas","480","Wilson","4930","Wilson",3261,2031,1230,784,265,4,977,1,381,73,27,664,85
"G4804950","1910","Texas","480","Winkler","4950","Winkler",135,126,9,1,122,0,3,0,4,0,0,5,0
"G4804970","1910","Texas","480","Wise","4970","Wise",5399,3494,1905,1223,561,15,1684,11,733,88,71,791,222
"G4804990","1910","Texas","480","Wood","4990","Wood",4687,3238,1449,1404,423,9,1399,3,525,69,22,727,106
"G4805010","1910","Texas","480","Yoakum","5010","Yoakum",148,99,49,19,67,0,12,1,19,14,2,12,2
"G4805030","1910","Texas","480","Young","5030","Young",2685,1734,951,488,482,5,759,0,402,89,28,349,83
"G4805050","1910","Texas","480","Zapata","5050","Zapata",716,238,478,216,0,1,21,0,232,0,17,208,21
"G4805070","1910","Texas","480","Zavala","5070","Zavala",421,153,268,94,14,0,40,5,97,1,1,154,15
"G4900010","1910","Utah","490","Beaver","0010","Beaver",1095,266,829,229,12,0,25,0,377,13,13,393,33
"G4900030","1910","Utah","490","Box Elder","0030","Box Elder",2794,1430,1364,905,374,8,140,3,709,117,41,438,59
"G4900050","1910","Utah","490","Cache","0050","Cache",4623,1307,3316,822,415,3,62,5,1958,387,74,821,76
"G4900070","1910","Utah","490","Carbon","0070","Carbon",1717,108,1609,97,6,0,5,0,306,16,49,1085,153
"G4900110","1910","Utah","490","Davis","0110","Davis",1989,1237,752,928,233,3,71,2,335,58,7,309,43
"G4900150","1910","Utah","490","Emery","0150","Emery",1327,436,891,327,89,0,20,0,542,77,3,242,27
"G4900170","1910","Utah","490","Garfield","0170","Garfield",715,121,594,94,16,0,11,0,450,23,6,96,19
"G4900190","1910","Utah","490","Grand","0190","Grand",452,136,316,102,23,0,11,0,168,3,3,101,41
"G4900210","1910","Utah","490","Iron","0210","Iron",762,61,701,38,4,1,18,0,542,12,2,124,21
"G4900230","1910","Utah","490","Juab","0230","Juab",2295,87,2208,56,8,10,7,6,1095,78,118,853,64
"G4900250","1910","Utah","490","Kane","0250","Kane",288,137,151,125,6,0,4,2,117,1,0,15,18
"G4900270","1910","Utah","490","Millard","0270","Millard",1193,550,643,466,42,0,42,0,448,19,2,152,22
"G4900290","1910","Utah","490","Morgan","0290","Morgan",463,242,221,181,31,1,29,0,85,13,2,113,8
"G4900310","1910","Utah","490","Piute","0310","Piute",359,163,196,120,22,0,21,0,92,15,2,79,8
"G4900330","1910","Utah","490","Rich","0330","Rich",332,212,120,167,31,0,14,0,77,10,3,29,1
"G4900350","1910","Utah","490","Salt Lake","0350","Salt Lake",27933,2105,25828,1417,410,9,266,3,6668,4258,173,13231,1498
"G4900370","1910","Utah","490","San Juan","0370","San Juan",521,254,267,159,6,1,2,86,179,3,0,40,45
"G4900390","1910","Utah","490","Sanpete","0390","Sanpete",3470,864,2606,679,105,1,75,4,1893,222,18,420,53
"G4900410","1910","Utah","490","Sevier","0410","Sevier",1938,633,1305,458,124,1,49,1,930,106,2,251,16
"G4900430","1910","Utah","490","Summit","0430","Summit",1683,465,1218,404,18,0,41,2,706,26,5,423,58
"G4900450","1910","Utah","490","Tooele","0450","Tooele",1644,317,1327,237,43,0,34,3,615,69,34,557,52
"G4900470","1910","Utah","490","Uintah","0470","Uintah",1561,717,844,481,108,16,67,45,448,26,25,261,84
"G4900490","1910","Utah","490","Utah","0490","Utah",7682,2320,5362,1664,433,3,213,7,3199,442,24,1559,138
"G4900510","1910","Utah","490","Wasatch","0510","Wasatch",1876,956,920,753,83,52,66,2,648,29,1,219,23
"G4900530","1910","Utah","490","Washington","0530","Washington",954,456,498,401,14,0,40,1,388,30,0,77,3
"G4900550","1910","Utah","490","Wayne","0550","Wayne",327,229,98,194,21,1,13,0,68,1,0,23,6
"G4900570","1910","Utah","490","Weber","0570","Weber",7346,1496,5850,1014,311,4,166,1,2171,597,39,2721,322
"G5000010","1910","Vermont","500","Addison","0010","Addison",4950,2598,2352,1100,983,4,511,0,758,288,20,1257,29
"G5000030","1910","Vermont","500","Bennington","0030","Bennington",5123,1569,3554,830,486,2,250,1,1058,391,17,2042,46
"G5000050","1910","Vermont","500","Caledonia","0050","Caledonia",6551,2529,4022,1266,1099,2,161,1,953,514,16,2515,24
"G5000070","1910","Vermont","500","Chittenden","0070","Chittenden",9417,2167,7250,803,916,3,444,1,1764,1050,15,4351,70
"G5000090","1910","Vermont","500","Essex","0090","Essex",1742,785,957,407,328,2,48,0,304,130,3,513,7
"G5000110","1910","Vermont","500","Franklin","0110","Franklin",6829,2574,4255,1012,913,7,640,2,1268,569,77,2312,29
"G5000130","1910","Vermont","500","Grand Isle","0130","Grand Isle",857,523,334,197,166,2,158,0,90,28,7,194,15
"G5000150","1910","Vermont","500","Lamoille","0150","Lamoille",3090,1591,1499,607,818,1,164,1,480,218,12,784,5
"G5000170","1910","Vermont","500","Orange","0170","Orange",4937,2857,2080,1588,1003,2,263,1,785,251,6,1016,22
"G5000190","1910","Vermont","500","Orleans","0190","Orleans",5690,2690,3000,1063,1403,0,221,3,854,466,19,1645,16
"G5000210","1910","Vermont","500","Rutland","0210","Rutland",11054,2758,8296,1271,1023,9,453,2,2216,1142,36,4816,86
"G5000230","1910","Vermont","500","Washington","0230","Washington",9529,2682,6847,1302,1143,5,228,4,1716,921,37,4093,80
"G5000250","1910","Vermont","500","Windham","0250","Windham",6840,2381,4459,1228,920,6,224,3,1193,540,18,2631,77
"G5000270","1910","Vermont","500","Windsor","0270","Windsor",8569,3510,5059,1670,1377,5,449,9,1549,721,17,2729,43
"G5100010","1910","Virginia","510","Accomack","0010","Accomack",8016,2931,5085,800,431,5,1695,0,1830,533,54,2554,114
"G5100030","1910","Virginia","510","Albemarle","0030","Albemarle",5804,2705,3099,1956,251,6,489,3,1019,94,89,1800,97
"G5100035","1910","Virginia","510","Alexandria","0035","Alexandria",2141,101,2040,58,17,0,24,2,702,393,13,874,58
"G5100050","1910","Virginia","510","Alleghany","0050","Alleghany",2802,583,2219,435,27,3,118,0,403,201,13,1574,28
"G5100070","1910","Virginia","510","Amelia","0070","Amelia",1699,1262,437,820,166,0,271,5,59,9,56,289,24
"G5100090","1910","Virginia","510","Amherst","0090","Amherst",3631,2377,1254,1368,196,19,781,13,326,55,28,691,154
"G5100110","1910","Virginia","510","Appomattox","0110","Appomattox",1674,1180,494,622,122,14,422,0,120,16,35,256,67
"G5100150","1910","Virginia","510","Augusta","0150","Augusta",6711,3109,3602,2014,645,16,430,4,1264,230,69,1928,111
"G5100170","1910","Virginia","510","Bath","0170","Bath",1225,545,680,414,55,3,71,2,191,30,6,343,110
"G5100190","1910","Virginia","510","Bedford","0190","Bedford",5786,3935,1851,2427,405,0,1098,5,550,59,18,1167,57
"G5100210","1910","Virginia","510","Bland","0210","Bland",981,739,242,613,13,0,110,3,46,1,10,179,6
"G5100230","1910","Virginia","510","Botetourt","0230","Botetourt",3397,1673,1724,1329,63,7,263,11,531,29,60,1005,99
"G5100250","1910","Virginia","510","Brunswick","0250","Brunswick",3779,2129,1650,1097,210,11,798,13,325,82,30,1063,150
