GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BXR001,BXS001,BXV001,BXV002,BXW001,BX8001
"G2000430","1940","Kansas","200","Doniphan","0430","Doniphan",3956,3663,1814,1849,49.5,3956
"G2000450","1940","Kansas","200","Douglas","0450","Douglas",8428,7897,4113,3784,52.1,8428
"G2000470","1940","Kansas","200","Edwards","0470","Edwards",2023,1834,947,887,51.6,2023
"G2000490","1940","Kansas","200","Elk","0490","Elk",2620,2468,1240,1228,50.2,2620
"G2000510","1940","Kansas","200","Ellis","0510","Ellis",4229,3935,2033,1902,51.7,4229
"G2000530","1940","Kansas","200","Ellsworth","0530","Ellsworth",2822,2676,1471,1205,55.0,2822
"G2000550","1940","Kansas","200","Finney","0550","Finney",2911,2706,1222,1484,45.2,2911
"G2000570","1940","Kansas","200","Ford","0570","Ford",4966,4579,2057,2522,44.9,4966
"G2000590","1940","Kansas","200","Franklin","0590","Franklin",6582,6117,3198,2919,52.3,6582
"G2000610","1940","Kansas","200","Geary","0610","Geary",3692,3527,1687,1840,47.8,3692
"G2000630","1940","Kansas","200","Gove","0630","Gove",1256,1138,659,479,57.9,1256
"G2000650","1940","Kansas","200","Graham","0650","Graham",1900,1572,771,801,49.0,1900
"G2000670","1940","Kansas","200","Grant","0670","Grant",574,497,204,293,41.0,574
"G2000690","1940","Kansas","200","Gray","0690","Gray",1378,1200,553,647,46.1,1378
"G2000710","1940","Kansas","200","Greeley","0710","Greeley",482,429,218,211,50.8,482
"G2000730","1940","Kansas","200","Greenwood","0730","Greenwood",5099,4764,2049,2715,43.0,5099
"G2000750","1940","Kansas","200","Hamilton","0750","Hamilton",904,707,349,358,49.4,904
"G2000770","1940","Kansas","200","Harper","0770","Harper",3659,3481,1842,1639,52.9,3659
"G2000790","1940","Kansas","200","Harvey","0790","Harvey",6261,5973,3334,2639,55.8,6261
"G2000810","1940","Kansas","200","Haskell","0810","Haskell",618,541,262,279,48.4,618
"G2000830","1940","Kansas","200","Hodgeman","0830","Hodgeman",1013,892,463,429,51.9,1013
"G2000850","1940","Kansas","200","Jackson","0850","Jackson",4259,3909,1978,1931,50.6,4259
"G2000870","1940","Kansas","200","Jefferson","0870","Jefferson",4027,3748,1957,1791,52.2,4027
"G2000890","1940","Kansas","200","Jewell","0890","Jewell",4264,3603,1735,1868,48.2,4264
"G2000910","1940","Kansas","200","Johnson","0910","Johnson",10237,9686,6213,3473,64.1,10237
"G2000930","1940","Kansas","200","Kearny","0930","Kearny",795,671,296,375,44.1,795
"G2000950","1940","Kansas","200","Kingman","0950","Kingman",3411,3212,1748,1464,54.4,3411
"G2000970","1940","Kansas","200","Kiowa","0970","Kiowa",1551,1395,736,659,52.8,1551
"G2000990","1940","Kansas","200","Labette","0990","Labette",9255,8889,4415,4474,49.7,9255
"G2001010","1940","Kansas","200","Lane","1010","Lane",873,759,436,323,57.4,873
"G2001030","1940","Kansas","200","Leavenworth","1030","Leavenworth",9648,9023,4891,4132,54.2,9648
"G2001050","1940","Kansas","200","Lincoln","1050","Lincoln",2526,2314,1263,1051,54.6,2526
"G2001070","1940","Kansas","200","Linn","1070","Linn",3970,3656,1992,1664,54.5,3970
"G2001090","1940","Kansas","200","Logan","1090","Logan",1107,961,517,444,53.8,1107
"G2001110","1940","Kansas","200","Lyon","1110","Lyon",8156,7692,4072,3620,52.9,8156
"G2001130","1940","Kansas","200","McPherson","1130","Mcpherson",7002,6710,3689,3021,55.0,7002
"G2001150","1940","Kansas","200","Marion","1150","Marion",5468,5197,2828,2369,54.4,5468
"G2001170","1940","Kansas","200","Marshall","1170","Marshall",6362,5966,3013,2953,50.5,6362
"G2001190","1940","Kansas","200","Meade","1190","Meade",1637,1444,749,695,51.9,1637
"G2001210","1940","Kansas","200","Miami","1210","Miami",5813,5412,2726,2686,50.4,5813
"G2001230","1940","Kansas","200","Mitchell","1230","Mitchell",3529,3173,1705,1468,53.7,3529
"G2001250","1940","Kansas","200","Montgomery","1250","Montgomery",15468,14650,7211,7439,49.2,15468
"G2001270","1940","Kansas","200","Morris","1270","Morris",3250,2969,1567,1402,52.8,3250
"G2001290","1940","Kansas","200","Morton","1290","Morton",861,611,266,345,43.5,861
"G2001310","1940","Kansas","200","Nemaha","1310","Nemaha",4820,4486,2178,2308,48.6,4820
"G2001330","1940","Kansas","200","Neosho","1330","Neosho",6867,6552,3399,3153,51.9,6867
"G2001350","1940","Kansas","200","Ness","1350","Ness",2002,1765,938,827,53.1,2002
"G2001370","1940","Kansas","200","Norton","1370","Norton",3202,2711,1374,1337,50.7,3202
"G2001390","1940","Kansas","200","Osage","1390","Osage",5007,4625,2717,1908,58.7,5007
"G2001410","1940","Kansas","200","Osborne","1410","Osborne",3167,2856,1468,1388,51.4,3167
"G2001430","1940","Kansas","200","Ottawa","1430","Ottawa",2940,2778,1545,1233,55.6,2940
"G2001450","1940","Kansas","200","Pawnee","1450","Pawnee",2677,2466,1268,1198,51.4,2677
"G2001470","1940","Kansas","200","Phillips","1470","Phillips",3390,3053,1661,1392,54.4,3390
"G2001490","1940","Kansas","200","Pottawatomie","1490","Pottawatomie",4145,3869,2112,1757,54.6,4145
"G2001510","1940","Kansas","200","Pratt","1510","Pratt",3678,3467,1864,1603,53.8,3678
"G2001530","1940","Kansas","200","Rawlins","1530","Rawlins",1866,1701,1016,685,59.7,1866
"G2001550","1940","Kansas","200","Reno","1550","Reno",15770,14772,7704,7068,52.2,15770
"G2001570","1940","Kansas","200","Republic","1570","Republic",4427,3999,2148,1851,53.7,4427
"G2001590","1940","Kansas","200","Rice","1590","Rice",5200,4988,2481,2507,49.7,5200
"G2001610","1940","Kansas","200","Riley","1610","Riley",6465,6074,2919,3155,48.1,6465
"G2001630","1940","Kansas","200","Rooks","1630","Rooks",2546,2355,1247,1108,53.0,2546
"G2001650","1940","Kansas","200","Rush","1650","Rush",2347,2161,1228,933,56.8,2347
"G2001670","1940","Kansas","200","Russell","1670","Russell",3937,3706,1691,2015,45.6,3937
"G2001690","1940","Kansas","200","Saline","1690","Saline",8854,8394,4069,4325,48.5,8854
"G2001710","1940","Kansas","200","Scott","1710","Scott",1131,992,475,517,47.9,1131
"G2001730","1940","Kansas","200","Sedgwick","1730","Sedgwick",44503,42468,19161,23307,45.1,44503
"G2001750","1940","Kansas","200","Seward","1750","Seward",1995,1800,714,1086,39.7,1995
"G2001770","1940","Kansas","200","Shawnee","1770","Shawnee",28009,26376,13094,13282,49.6,28009
"G2001790","1940","Kansas","200","Sheridan","1790","Sheridan",1433,1254,698,556,55.7,1433
"G2001810","1940","Kansas","200","Sherman","1810","Sherman",1887,1741,884,857,50.8,1887
"G2001830","1940","Kansas","200","Smith","1830","Smith",3811,3205,1681,1524,52.4,3811
"G2001850","1940","Kansas","200","Stafford","1850","Stafford",3142,2921,1497,1424,51.2,3142
"G2001870","1940","Kansas","200","Stanton","1870","Stanton",486,365,172,193,47.1,486
"G2001890","1940","Kansas","200","Stevens","1890","Stevens",947,852,338,514,39.7,947
"G2001910","1940","Kansas","200","Sumner","1910","Sumner",8001,7602,3784,3818,49.8,8001
"G2001930","1940","Kansas","200","Thomas","1930","Thomas",1958,1747,879,868,50.3,1958
"G2001950","1940","Kansas","200","Trego","1950","Trego",1664,1462,753,709,51.5,1664
"G2001970","1940","Kansas","200","Wabaunsee","1970","Wabaunsee",2815,2603,1403,1200,53.9,2815
"G2001990","1940","Kansas","200","Wallace","1990","Wallace",677,598,335,263,56.0,677
"G2002010","1940","Kansas","200","Washington","2010","Washington",4950,4600,2367,2233,51.5,4950
"G2002030","1940","Kansas","200","Wichita","2030","Wichita",618,564,312,252,55.3,618
"G2002050","1940","Kansas","200","Wilson","2050","Wilson",5484,5244,2565,2679,48.9,5484
"G2002070","1940","Kansas","200","Woodson","2070","Woodson",2443,2323,1130,1193,48.6,2443
"G2002090","1940","Kansas","200","Wyandotte","2090","Wyandotte",41939,40551,21180,19371,52.2,41939
"G2100010","1940","Kentucky","210","Adair","0010","Adair",4395,4353,2789,1564,64.1,4395
"G2100030","1940","Kentucky","210","Allen","0030","Allen",4108,3964,2125,1839,53.6,4108
"G2100050","1940","Kentucky","210","Anderson","0050","Anderson",2426,2404,1433,971,59.6,2426
"G2100070","1940","Kentucky","210","Ballard","0070","Ballard",2772,2633,1462,1171,55.5,2772
"G2100090","1940","Kentucky","210","Barren","0090","Barren",7268,6958,3659,3299,52.6,7268
"G2100110","1940","Kentucky","210","Bath","0110","Bath",2829,2792,1460,1332,52.3,2829
"G2100130","1940","Kentucky","210","Bell","0130","Bell",9534,9229,3357,5872,36.4,9534
"G2100150","1940","Kentucky","210","Boone","0150","Boone",3179,2983,1685,1298,56.5,3179
"G2100170","1940","Kentucky","210","Bourbon","0170","Bourbon",5105,4875,2225,2650,45.6,5105
"G2100190","1940","Kentucky","210","Boyd","0190","Boyd",11280,10956,4897,6059,44.7,11280
"G2100210","1940","Kentucky","210","Boyle","0210","Boyle",4610,4549,2170,2379,47.7,4610
"G2100230","1940","Kentucky","210","Bracken","0230","Bracken",2642,2550,1426,1124,55.9,2642
"G2100250","1940","Kentucky","210","Breathitt","0250","Breathitt",4870,4637,2185,2452,47.1,4870
"G2100270","1940","Kentucky","210","Breckinridge","0270","Breckinridge",4829,4508,2587,1921,57.4,4829
"G2100290","1940","Kentucky","210","Bullitt","0290","Bullitt",2517,2448,1364,1084,55.7,2517
"G2100310","1940","Kentucky","210","Butler","0310","Butler",3576,3391,1972,1419,58.2,3576
"G2100330","1940","Kentucky","210","Caldwell","0330","Caldwell",4199,4008,2071,1937,51.7,4199
"G2100350","1940","Kentucky","210","Calloway","0350","Calloway",5403,5202,2939,2263,56.5,5403
"G2100370","1940","Kentucky","210","Campbell","0370","Campbell",21183,20029,9767,10262,48.8,21183
"G2100390","1940","Kentucky","210","Carlisle","0390","Carlisle",2136,2062,1142,920,55.4,2136
"G2100410","1940","Kentucky","210","Carroll","0410","Carroll",2481,2388,1082,1306,45.3,2481
"G2100430","1940","Kentucky","210","Carter","0430","Carter",5552,5284,2840,2444,53.7,5552
"G2100450","1940","Kentucky","210","Casey","0450","Casey",4519,4258,2660,1598,62.5,4519
"G2100470","1940","Kentucky","210","Christian","0470","Christian",9842,9195,4036,5159,43.9,9842
"G2100490","1940","Kentucky","210","Clark","0490","Clark",5172,4976,2345,2631,47.1,5172
"G2100510","1940","Kentucky","210","Clay","0510","Clay",4687,4527,2329,2198,51.4,4687
"G2100530","1940","Kentucky","210","Clinton","0530","Clinton",2384,2287,1461,826,63.9,2384
"G2100550","1940","Kentucky","210","Crittenden","0550","Crittenden",3438,3203,1913,1290,59.7,3438
"G2100570","1940","Kentucky","210","Cumberland","0570","Cumberland",2779,2622,1427,1195,54.4,2779
"G2100590","1940","Kentucky","210","Daviess","0590","Daviess",14192,13556,5602,7954,41.3,14192
"G2100610","1940","Kentucky","210","Edmonson","0610","Edmonson",2630,2557,1509,1048,59.0,2630
"G2100630","1940","Kentucky","210","Elliott","0630","Elliott",1762,1741,1040,701,59.7,1762
"G2100650","1940","Kentucky","210","Estill","0650","Estill",3996,3853,2029,1824,52.7,3996
"G2100670","1940","Kentucky","210","Fayette","0670","Fayette",21963,21044,7793,13251,37.0,21963
"G2100690","1940","Kentucky","210","Fleming","0690","Fleming",3728,3582,2103,1479,58.7,3728
"G2100710","1940","Kentucky","210","Floyd","0710","Floyd",10792,10457,4094,6363,39.2,10792
"G2100730","1940","Kentucky","210","Franklin","0730","Franklin",6280,6040,2588,3452,42.8,6280
"G2100750","1940","Kentucky","210","Fulton","0750","Fulton",4205,4080,1660,2420,40.7,4205
"G2100770","1940","Kentucky","210","Gallatin","0770","Gallatin",1239,1188,589,599,49.6,1239
"G2100790","1940","Kentucky","210","Garrard","0790","Garrard",3040,2915,1636,1279,56.1,3040
"G2100810","1940","Kentucky","210","Grant","0810","Grant",2859,2741,1602,1139,58.4,2859
"G2100830","1940","Kentucky","210","Graves","0830","Graves",9063,8747,4567,4180,52.2,9063
"G2100850","1940","Kentucky","210","Grayson","0850","Grayson",4585,4361,2754,1607,63.2,4585
"G2100870","1940","Kentucky","210","Green","0870","Green",3094,3077,1707,1370,55.5,3094
"G2100890","1940","Kentucky","210","Greenup","0890","Greenup",5763,5456,3004,2452,55.1,5763
"G2100910","1940","Kentucky","210","Hancock","0910","Hancock",1879,1780,1106,674,62.1,1879
"G2100930","1940","Kentucky","210","Hardin","0930","Hardin",6394,6091,3428,2663,56.3,6394
"G2100950","1940","Kentucky","210","Harlan","0950","Harlan",16141,15846,3342,12504,21.1,16141
"G2100970","1940","Kentucky","210","Harrison","0970","Harrison",4362,4243,2174,2069,51.2,4362
"G2100990","1940","Kentucky","210","Hart","0990","Hart",4603,4320,2465,1855,57.1,4603
"G2101010","1940","Kentucky","210","Henderson","1010","Henderson",7679,7414,3199,4215,43.1,7679
"G2101030","1940","Kentucky","210","Henry","1030","Henry",3485,3327,1737,1590,52.2,3485
"G2101050","1940","Kentucky","210","Hickman","1050","Hickman",2551,2442,1255,1187,51.4,2551
"G2101070","1940","Kentucky","210","Hopkins","1070","Hopkins",10749,10321,4720,5601,45.7,10749
"G2101090","1940","Kentucky","210","Jackson","1090","Jackson",3542,3249,2293,956,70.6,3542
"G2101110","1940","Kentucky","210","Jefferson","1110","Jefferson",111234,106168,42447,63721,40.0,111234
"G2101130","1940","Kentucky","210","Jessamine","1130","Jessamine",3351,3252,1580,1672,48.6,3351
"G2101150","1940","Kentucky","210","Johnson","1150","Johnson",5705,5527,2863,2664,51.8,5705
"G2101170","1940","Kentucky","210","Kenton","1170","Kenton",27528,26208,12021,14187,45.9,27528
"G2101190","1940","Kentucky","210","Knott","1190","Knott",3815,3762,1858,1904,49.4,3815
"G2101210","1940","Kentucky","210","Knox","1210","Knox",6777,6500,3512,2988,54.0,6777
"G2101230","1940","Kentucky","210","Larue","1230","Larue",2565,2472,1542,930,62.4,2565
"G2101250","1940","Kentucky","210","Laurel","1250","Laurel",5689,5460,3504,1956,64.2,5689
"G2101270","1940","Kentucky","210","Lawrence","1270","Lawrence",4015,3747,2122,1625,56.6,4015
"G2101290","1940","Kentucky","210","Lee","1290","Lee",2421,2280,1271,1009,55.7,2421
"G2101310","1940","Kentucky","210","Leslie","1310","Leslie",2850,2744,1560,1184,56.9,2850
"G2101330","1940","Kentucky","210","Letcher","1330","Letcher",8536,8102,2622,5480,32.4,8536
"G2101350","1940","Kentucky","210","Lewis","1350","Lewis",3935,3700,2040,1660,55.1,3935
"G2101370","1940","Kentucky","210","Lincoln","1370","Lincoln",4790,4616,2804,1812,60.7,4790
"G2101390","1940","Kentucky","210","Livingston","1390","Livingston",2549,2399,1352,1047,56.4,2549
"G2101410","1940","Kentucky","210","Logan","1410","Logan",6257,6090,3040,3050,49.9,6257
"G2101430","1940","Kentucky","210","Lyon","1430","Lyon",2083,1942,997,945,51.3,2083
"G2101450","1940","Kentucky","210","McCracken","1450","Mccracken",13826,13462,5671,7791,42.1,13826
"G2101470","1940","Kentucky","210","McCreary","1470","Mccreary",3384,3300,1723,1577,52.2,3384
"G2101490","1940","Kentucky","210","McLean","1490","Mclean",3117,2988,1661,1327,55.6,3117
"G2101510","1940","Kentucky","210","Madison","1510","Madison",7434,7175,3581,3594,49.9,7434
"G2101530","1940","Kentucky","210","Magoffin","1530","Magoffin",3466,3441,1933,1508,56.2,3466
"G2101550","1940","Kentucky","210","Marion","1550","Marion",3866,3793,2053,1740,54.1,3866
"G2101570","1940","Kentucky","210","Marshall","1570","Marshall",4611,4379,2430,1949,55.5,4611
"G2101590","1940","Kentucky","210","Martin","1590","Martin",2128,2056,1163,893,56.6,2128
"G2101610","1940","Kentucky","210","Mason","1610","Mason",5282,5096,2176,2920,42.7,5282
"G2101630","1940","Kentucky","210","Meade","1630","Meade",2265,2185,1316,869,60.2,2265
"G2101650","1940","Kentucky","210","Menifee","1650","Menifee",1275,1221,763,458,62.5,1275
"G2101670","1940","Kentucky","210","Mercer","1670","Mercer",4006,3932,2187,1745,55.6,4006
"G2101690","1940","Kentucky","210","Metcalfe","1690","Metcalfe",2807,2683,1496,1187,55.8,2807
"G2101710","1940","Kentucky","210","Monroe","1710","Monroe",3393,3258,1779,1479,54.6,3393
"G2101730","1940","Kentucky","210","Montgomery","1730","Montgomery",3325,3204,1558,1646,48.6,3325
"G2101750","1940","Kentucky","210","Morgan","1750","Morgan",3710,3557,2132,1425,59.9,3710
"G2101770","1940","Kentucky","210","Muhlenberg","1770","Muhlenberg",9479,9129,4114,5015,45.1,9479
"G2101790","1940","Kentucky","210","Nelson","1790","Nelson",4278,4184,2283,1901,54.6,4278
"G2101810","1940","Kentucky","210","Nicholas","1810","Nicholas",2510,2393,1242,1151,51.9,2510
"G2101830","1940","Kentucky","210","Ohio","1830","Ohio",6697,6312,3794,2518,60.1,6697
"G2101850","1940","Kentucky","210","Oldham","1850","Oldham",2225,2096,1057,1039,50.4,2225
"G2101870","1940","Kentucky","210","Owen","1870","Owen",3130,2998,1581,1417,52.7,3130
"G2101890","1940","Kentucky","210","Owsley","1890","Owsley",1987,1883,1179,704,62.6,1987
"G2101910","1940","Kentucky","210","Pendleton","1910","Pendleton",3016,2814,1699,1115,60.4,3016
"G2101930","1940","Kentucky","210","Perry","1930","Perry",9629,9444,3536,5908,37.4,9629
"G2101950","1940","Kentucky","210","Pike","1950","Pike",15250,13987,6217,7770,44.4,15250
"G2101970","1940","Kentucky","210","Powell","1970","Powell",1750,1646,906,740,55.0,1750
"G2101990","1940","Kentucky","210","Pulaski","1990","Pulaski",9420,9053,5589,3464,61.7,9420
"G2102010","1940","Kentucky","210","Robertson","2010","Robertson",977,948,495,453,52.2,977
"G2102030","1940","Kentucky","210","Rockcastle","2030","Rockcastle",3869,3711,2234,1477,60.2,3869
"G2102050","1940","Kentucky","210","Rowan","2050","Rowan",2903,2731,1638,1093,60.0,2903
"G2102070","1940","Kentucky","210","Russell","2070","Russell",3097,2984,1929,1055,64.6,3097
"G2102090","1940","Kentucky","210","Scott","2090","Scott",4061,3942,1899,2043,48.2,4061
"G2102110","1940","Kentucky","210","Shelby","2110","Shelby",5029,4770,2186,2584,45.8,5029
"G2102130","1940","Kentucky","210","Simpson","2130","Simpson",3238,3123,1390,1733,44.5,3238
"G2102150","1940","Kentucky","210","Spencer","2150","Spencer",1707,1649,787,862,47.7,1707
"G2102170","1940","Kentucky","210","Taylor","2170","Taylor",3480,3381,2066,1315,61.1,3480
"G2102190","1940","Kentucky","210","Todd","2190","Todd",3929,3717,1711,2006,46.0,3929
"G2102210","1940","Kentucky","210","Trigg","2210","Trigg",3332,3131,1521,1610,48.6,3332
"G2102230","1940","Kentucky","210","Trimble","2230","Trimble",1552,1443,807,636,55.9,1552
"G2102250","1940","Kentucky","210","Union","2250","Union",4602,4390,2128,2262,48.5,4602
"G2102270","1940","Kentucky","210","Warren","2270","Warren",10284,9797,4702,5095,48.0,10284
"G2102290","1940","Kentucky","210","Washington","2290","Washington",3097,3049,1813,1236,59.5,3097
"G2102310","1940","Kentucky","210","Wayne","2310","Wayne",3938,3734,2335,1399,62.5,3938
"G2102330","1940","Kentucky","210","Webster","2330","Webster",5682,5374,2689,2685,50.0,5682
"G2102350","1940","Kentucky","210","Whitley","2350","Whitley",7575,7288,3797,3491,52.1,7575
"G2102370","1940","Kentucky","210","Wolfe","2370","Wolfe",2084,2068,1097,971,53.0,2084
"G2102390","1940","Kentucky","210","Woodford","2390","Woodford",3113,2971,1368,1603,46.0,3113
"G2200010","1940","Louisiana","220","Acadia","0010","Acadia",11203,10971,5189,5782,47.3,11203
"G2200030","1940","Louisiana","220","Allen","0030","Allen",4526,4464,2104,2360,47.1,4526
"G2200050","1940","Louisiana","220","Ascension","0050","Ascension",5429,5182,2862,2320,55.2,5429
"G2200070","1940","Louisiana","220","Assumption","0070","Assumption",4476,4263,1735,2528,40.7,4476
