GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B21AA1990,B21AB1990,B21AC1990,B21AD1990,B21AE1990,B21AF1990,B21AG1990,B21AH1990,B21AI1990,B21AJ1990
"G2901950","1990","Missouri","29","290","Saline County","195","1950","Saline County",10531,694,24,85,,11443,658,21,67,
"G2901970","1990","Missouri","29","290","Schuyler County","197","1970","Schuyler County",2021,0,2,5,,2196,0,6,6,
"G2901990","1990","Missouri","29","290","Scotland County","199","1990","Scotland County",2313,1,3,0,,2495,2,7,1,
"G2902010","1990","Missouri","29","290","Scott County","201","2010","Scott County",16938,1554,48,77,,18722,1943,38,56,
"G2902030","1990","Missouri","29","290","Shannon County","203","2030","Shannon County",3700,1,11,2,,3873,2,16,8,
"G2902050","1990","Missouri","29","290","Shelby County","205","2050","Shelby County",3219,24,10,3,,3639,32,8,7,
"G2902070","1990","Missouri","29","290","Stoddard County","207","2070","Stoddard County",13529,214,22,33,,14818,195,36,48,
"G2902090","1990","Missouri","29","290","Stone County","209","2090","Stone County",9189,2,71,23,,9694,4,67,28,
"G2902110","1990","Missouri","29","290","Sullivan County","211","2110","Sullivan County",3019,1,8,4,,3285,0,6,3,
"G2902130","1990","Missouri","29","290","Taney County","213","2130","Taney County",12169,10,84,63,,13082,6,68,79,
"G2902150","1990","Missouri","29","290","Texas County","215","2150","Texas County",10293,5,36,26,,11001,11,48,56,
"G2902170","1990","Missouri","29","290","Vernon County","217","2170","Vernon County",8828,38,57,29,,9959,21,56,53,
"G2902190","1990","Missouri","29","290","Warren County","219","2190","Warren County",9393,237,18,32,,9510,276,28,40,
"G2902210","1990","Missouri","29","290","Washington County","221","2210","Washington County",9998,315,23,22,,9916,63,24,19,
"G2902230","1990","Missouri","29","290","Wayne County","223","2230","Wayne County",5605,4,23,7,,5866,3,22,13,
"G2902250","1990","Missouri","29","290","Webster County","225","2250","Webster County",11651,183,77,52,,11671,7,71,41,
"G2902270","1990","Missouri","29","290","Worth County","227","2270","Worth County",1152,1,1,7,,1273,0,0,6,
"G2902290","1990","Missouri","29","290","Wright County","229","2290","Wright County",8009,21,55,16,,8566,15,64,12,
"G2905100","1990","Missouri","29","290","St. Louis city","510","5100","St. Louis city",93750,83606,462,2862,,108335,104802,488,2380,
"G3000010","1990","Montana","30","300","Beaverhead County","001","0010","Beaverhead County",4139,4,58,59,,4055,4,63,42,
"G3000030","1990","Montana","30","300","Big Horn County","003","0030","Big Horn County",2450,7,3079,52,,2466,11,3210,62,
"G3000050","1990","Montana","30","300","Blaine County","005","0050","Blaine County",2017,2,1329,10,,2023,4,1335,8,
"G3000070","1990","Montana","30","300","Broadwater County","007","0070","Broadwater County",1656,1,22,10,,1598,0,23,8,
"G3000090","1990","Montana","30","300","Carbon County","009","0090","Carbon County",3844,2,22,29,,4133,1,20,29,
"G3000110","1990","Montana","30","300","Carter County","011","0110","Carter County",763,0,3,4,,724,0,6,3,
"G3000130","1990","Montana","30","300","Cascade County","013","0130","Cascade County",35672,612,1471,540,,36673,449,1601,673,
"G3000150","1990","Montana","30","300","Chouteau County","015","0150","Chouteau County",2656,0,116,10,,2565,4,96,5,
"G3000170","1990","Montana","30","300","Custer County","017","0170","Custer County",5548,9,118,45,,5850,3,78,46,
"G3000190","1990","Montana","30","300","Daniels County","019","0190","Daniels County",1110,0,2,3,,1132,0,4,15,
"G3000210","1990","Montana","30","300","Dawson County","021","0210","Dawson County",4653,0,39,20,,4723,0,44,26,
"G3000230","1990","Montana","30","300","Deer Lodge County","023","0230","Deer Lodge County",4882,19,128,47,,5023,10,132,37,
"G3000250","1990","Montana","30","300","Fallon County","025","0250","Fallon County",1532,0,4,6,,1546,0,5,10,
"G3000270","1990","Montana","30","300","Fergus County","027","0270","Fergus County",5834,8,65,14,,6088,2,56,16,
"G3000290","1990","Montana","30","300","Flathead County","029","0290","Flathead County",28688,35,425,168,,29209,21,455,217,
"G3000310","1990","Montana","30","300","Gallatin County","031","0310","Gallatin County",25099,52,308,323,,24081,28,300,272,
"G3000330","1990","Montana","30","300","Garfield County","033","0330","Garfield County",814,0,1,1,,769,0,3,1,
"G3000350","1990","Montana","30","300","Glacier County","035","0350","Glacier County",2606,7,3358,14,,2652,4,3465,15,
"G3000370","1990","Montana","30","300","Golden Valley County","037","0370","Golden Valley County",459,0,5,3,,436,0,5,4,
"G3000390","1990","Montana","30","300","Granite County","039","0390","Granite County",1315,0,8,2,,1206,0,13,4,
"G3000410","1990","Montana","30","300","Hill County","041","0410","Hill County",7366,15,1341,66,,7363,4,1428,71,
"G3000430","1990","Montana","30","300","Jefferson County","043","0430","Jefferson County",3937,3,71,18,,3843,2,47,18,
"G3000450","1990","Montana","30","300","Judith Basin County","045","0450","Judith Basin County",1163,0,3,1,,1106,0,4,5,
"G3000470","1990","Montana","30","300","Lake County","047","0470","Lake County",8074,8,2352,67,,8337,7,2146,50,
"G3000490","1990","Montana","30","300","Lewis and Clark County","049","0490","Lewis and Clark County",22488,42,494,155,,23503,27,565,221,
"G3000510","1990","Montana","30","300","Liberty County","051","0510","Liberty County",1110,2,7,1,,1168,1,4,2,
"G3000530","1990","Montana","30","300","Lincoln County","053","0530","Lincoln County",8596,5,140,36,,8507,6,142,49,
"G3000550","1990","Montana","30","300","McCone County","055","0550","McCone County",1156,0,8,0,,1100,1,9,2,
"G3000570","1990","Montana","30","300","Madison County","057","0570","Madison County",3048,0,22,17,,2860,0,21,21,
"G3000590","1990","Montana","30","300","Meagher County","059","0590","Meagher County",921,0,15,6,,864,0,3,10,
"G3000610","1990","Montana","30","300","Mineral County","061","0610","Mineral County",1611,1,41,16,,1593,2,38,13,
"G3000630","1990","Montana","30","300","Missoula County","063","0630","Missoula County",37205,117,878,498,,38445,68,940,536,
"G3000650","1990","Montana","30","300","Musselshell County","065","0650","Musselshell County",2019,1,16,12,,2037,1,10,10,
"G3000670","1990","Montana","30","300","Park County","067","0670","Park County",6938,29,69,64,,7289,40,44,89,
"G3000690","1990","Montana","30","300","Petroleum County","069","0690","Petroleum County",275,0,1,0,,241,0,2,0,
"G3000710","1990","Montana","30","300","Phillips County","071","0710","Phillips County",2339,1,179,18,,2402,1,211,12,
"G3000730","1990","Montana","30","300","Pondera County","073","0730","Pondera County",2835,5,346,12,,2856,0,358,21,
"G3000750","1990","Montana","30","300","Powder River County","075","0750","Powder River County",1037,0,21,3,,1007,0,16,6,
"G3000770","1990","Montana","30","300","Powell County","077","0770","Powell County",3581,22,200,55,,2690,0,53,19,
"G3000790","1990","Montana","30","300","Prairie County","079","0790","Prairie County",704,0,10,1,,657,0,5,6,
"G3000810","1990","Montana","30","300","Ravalli County","081","0810","Ravalli County",12101,25,129,75,,12427,11,158,84,
"G3000830","1990","Montana","30","300","Richland County","083","0830","Richland County",5187,3,65,65,,5258,1,75,62,
"G3000850","1990","Montana","30","300","Roosevelt County","085","0850","Roosevelt County",2712,8,2629,25,,2857,9,2726,33,
"G3000870","1990","Montana","30","300","Rosebud County","087","0870","Rosebud County",3881,21,1418,66,,3663,12,1389,55,
"G3000890","1990","Montana","30","300","Sanders County","089","0890","Sanders County",4113,6,239,19,,4022,6,232,32,
"G3000910","1990","Montana","30","300","Sheridan County","091","0910","Sheridan County",2302,0,17,13,,2348,0,33,19,
"G3000930","1990","Montana","30","300","Silver Bow County","093","0930","Silver Bow County",16186,17,257,193,,16840,16,263,169,
"G3000950","1990","Montana","30","300","Stillwater County","095","0950","Stillwater County",3212,3,23,23,,3222,2,29,22,
"G3000970","1990","Montana","30","300","Sweet Grass County","097","0970","Sweet Grass County",1531,1,7,3,,1595,1,9,7,
"G3000990","1990","Montana","30","300","Teton County","099","0990","Teton County",3059,2,43,9,,3095,1,50,12,
"G3001010","1990","Montana","30","300","Toole County","101","1010","Toole County",2422,1,54,9,,2478,4,64,14,
"G3001030","1990","Montana","30","300","Treasure County","103","1030","Treasure County",429,0,2,4,,425,0,7,7,
"G3001050","1990","Montana","30","300","Valley County","105","1050","Valley County",3711,7,374,18,,3712,2,396,19,
"G3001070","1990","Montana","30","300","Wheatland County","107","1070","Wheatland County",1116,1,7,9,,1087,0,12,14,
"G3001090","1990","Montana","30","300","Wibaux County","109","1090","Wibaux County",601,0,0,1,,586,0,2,1,
"G3001110","1990","Montana","30","300","Yellowstone County","111","1110","Yellowstone County",52169,320,1553,918,,55752,191,1682,834,
"G3001130","1990","Montana","30","300","Yellowstone National Park","113","1130","Yellowstone National Park",25,0,0,0,,27,0,0,0,
"G3100010","1990","Nebraska","31","310","Adams County","001","0010","Adams County",14023,116,47,131,,15061,65,58,124,
"G3100030","1990","Nebraska","31","310","Antelope County","003","0030","Antelope County",3892,1,11,8,,4038,1,9,5,
"G3100050","1990","Nebraska","31","310","Arthur County","005","0050","Arthur County",233,0,0,0,,226,0,2,1,
"G3100070","1990","Nebraska","31","310","Banner County","007","0070","Banner County",418,0,1,10,,414,1,2,6,
"G3100090","1990","Nebraska","31","310","Blaine County","009","0090","Blaine County",328,1,0,0,,343,0,1,2,
"G3100110","1990","Nebraska","31","310","Boone County","011","0110","Boone County",3322,1,3,4,,3326,1,8,2,
"G3100130","1990","Nebraska","31","310","Box Butte County","013","0130","Box Butte County",6166,25,147,140,,6335,24,155,138,
"G3100150","1990","Nebraska","31","310","Boyd County","015","0150","Boyd County",1392,0,8,1,,1418,0,14,2,
"G3100170","1990","Nebraska","31","310","Brown County","017","0170","Brown County",1751,1,6,5,,1885,0,5,4,
"G3100190","1990","Nebraska","31","310","Buffalo County","019","0190","Buffalo County",17678,113,57,400,,18752,53,61,333,
"G3100210","1990","Nebraska","31","310","Burt County","021","0210","Burt County",3751,7,32,24,,3998,1,38,17,
"G3100230","1990","Nebraska","31","310","Butler County","023","0230","Butler County",4247,6,12,7,,4313,4,5,7,
"G3100250","1990","Nebraska","31","310","Cass County","025","0250","Cass County",10512,20,57,52,,10521,22,52,82,
"G3100270","1990","Nebraska","31","310","Cedar County","027","0270","Cedar County",5041,5,8,6,,5058,1,6,6,
"G3100290","1990","Nebraska","31","310","Chase County","029","0290","Chase County",2128,1,2,12,,2221,0,4,13,
"G3100310","1990","Nebraska","31","310","Cherry County","031","0310","Cherry County",3043,2,77,5,,3064,1,100,15,
"G3100330","1990","Nebraska","31","310","Cheyenne County","033","0330","Cheyenne County",4463,4,40,77,,4787,4,33,86,
"G3100350","1990","Nebraska","31","310","Clay County","035","0350","Clay County",3432,1,8,16,,3635,0,9,22,
"G3100370","1990","Nebraska","31","310","Colfax County","037","0370","Colfax County",4424,3,18,66,,4578,0,14,36,
"G3100390","1990","Nebraska","31","310","Cuming County","039","0390","Cuming County",4988,6,4,5,,5088,2,6,18,
"G3100410","1990","Nebraska","31","310","Custer County","041","0410","Custer County",5878,1,25,24,,6274,2,43,23,
"G3100430","1990","Nebraska","31","310","Dakota County","043","0430","Dakota County",7621,44,142,487,,7860,32,160,396,
"G3100450","1990","Nebraska","31","310","Dawes County","045","0450","Dawes County",4159,42,173,59,,4333,13,182,60,
"G3100470","1990","Nebraska","31","310","Dawson County","047","0470","Dawson County",9474,8,39,177,,10055,7,26,154,
"G3100490","1990","Nebraska","31","310","Deuel County","049","0490","Deuel County",1088,0,3,18,,1097,1,7,23,
"G3100510","1990","Nebraska","31","310","Dixon County","051","0510","Dixon County",3006,3,6,2,,3118,1,5,2,
"G3100530","1990","Nebraska","31","310","Dodge County","053","0530","Dodge County",16296,52,49,96,,17836,21,62,88,
"G3100550","1990","Nebraska","31","310","Douglas County","055","0550","Douglas County",173395,21341,1181,4659,,186043,24200,1300,4325,
"G3100570","1990","Nebraska","31","310","Dundy County","057","0570","Dundy County",1241,0,2,3,,1327,0,3,6,
"G3100590","1990","Nebraska","31","310","Fillmore County","059","0590","Fillmore County",3420,5,15,5,,3622,9,18,9,
"G3100610","1990","Nebraska","31","310","Franklin County","061","0610","Franklin County",1888,2,3,4,,2027,4,7,3,
"G3100630","1990","Nebraska","31","310","Frontier County","063","0630","Frontier County",1525,1,3,8,,1549,0,1,14,
"G3100650","1990","Nebraska","31","310","Furnas County","065","0650","Furnas County",2646,4,10,11,,2869,0,8,5,
"G3100670","1990","Nebraska","31","310","Gage County","067","0670","Gage County",10788,29,47,59,,11742,16,55,58,
"G3100690","1990","Nebraska","31","310","Garden County","069","0690","Garden County",1181,0,0,2,,1274,0,0,3,
"G3100710","1990","Nebraska","31","310","Garfield County","071","0710","Garfield County",1024,0,0,2,,1109,0,3,3,
"G3100730","1990","Nebraska","31","310","Gosper County","073","0730","Gosper County",977,0,0,0,,950,0,0,1,
"G3100750","1990","Nebraska","31","310","Grant County","075","0750","Grant County",386,0,2,3,,374,0,3,1,
"G3100770","1990","Nebraska","31","310","Greeley County","077","0770","Greeley County",1477,0,2,1,,1522,0,2,2,
"G3100790","1990","Nebraska","31","310","Hall County","079","0790","Hall County",22812,81,69,747,,24451,64,81,620,
"G3100810","1990","Nebraska","31","310","Hamilton County","081","0810","Hamilton County",4304,5,5,16,,4507,4,4,17,
"G3100830","1990","Nebraska","31","310","Harlan County","083","0830","Harlan County",1828,1,1,0,,1976,1,1,2,
"G3100850","1990","Nebraska","31","310","Hayes County","085","0850","Hayes County",625,0,1,0,,593,0,1,2,
"G3100870","1990","Nebraska","31","310","Hitchcock County","087","0870","Hitchcock County",1829,0,4,8,,1904,0,4,1,
"G3100890","1990","Nebraska","31","310","Holt County","089","0890","Holt County",6242,1,16,11,,6295,2,14,18,
"G3100910","1990","Nebraska","31","310","Hooker County","091","0910","Hooker County",388,0,0,0,,404,0,0,1,
"G3100930","1990","Nebraska","31","310","Howard County","093","0930","Howard County",2944,1,4,10,,3076,0,8,12,
"G3100950","1990","Nebraska","31","310","Jefferson County","095","0950","Jefferson County",4206,3,13,8,,4504,1,10,14,
"G3100970","1990","Nebraska","31","310","Johnson County","097","0970","Johnson County",2180,0,0,72,,2361,1,0,59,
"G3100990","1990","Nebraska","31","310","Kearney County","099","0990","Kearney County",3262,0,2,20,,3317,0,1,27,
"G3101010","1990","Nebraska","31","310","Keith County","101","1010","Keith County",4083,4,31,55,,4320,6,18,67,
"G3101030","1990","Nebraska","31","310","Keya Paha County","103","1030","Keya Paha County",537,0,1,0,,491,0,0,0,
"G3101050","1990","Nebraska","31","310","Kimball County","105","1050","Kimball County",1999,1,3,13,,2075,1,6,10,
"G3101070","1990","Nebraska","31","310","Knox County","107","1070","Knox County",4411,0,233,6,,4620,0,249,15,
"G3101090","1990","Nebraska","31","310","Lancaster County","109","1090","Lancaster County",98449,2714,598,2732,,104214,1945,609,2380,
"G3101110","1990","Nebraska","31","310","Lincoln County","111","1110","Lincoln County",15179,57,68,473,,16175,38,52,466,
"G3101130","1990","Nebraska","31","310","Logan County","113","1130","Logan County",440,0,0,1,,433,3,0,1,
"G3101150","1990","Nebraska","31","310","Loup County","115","1150","Loup County",337,0,0,0,,345,0,0,1,
"G3101170","1990","Nebraska","31","310","McPherson County","117","1170","McPherson County",275,1,0,0,,270,0,0,0,
"G3101190","1990","Nebraska","31","310","Madison County","119","1190","Madison County",15409,138,128,279,,16325,100,110,166,
"G3101210","1990","Nebraska","31","310","Merrick County","121","1210","Merrick County",3950,3,8,18,,4046,0,5,12,
"G3101230","1990","Nebraska","31","310","Morrill County","123","1230","Morrill County",2566,1,19,99,,2636,0,14,88,
"G3101250","1990","Nebraska","31","310","Nance County","125","1250","Nance County",2103,0,1,6,,2147,1,4,13,
"G3101270","1990","Nebraska","31","310","Nemaha County","127","1270","Nemaha County",3902,38,7,10,,3974,34,6,9,
"G3101290","1990","Nebraska","31","310","Nuckolls County","129","1290","Nuckolls County",2774,1,5,2,,3000,0,3,1,
"G3101310","1990","Nebraska","31","310","Otoe County","131","1310","Otoe County",6773,17,10,33,,7365,8,21,25,
"G3101330","1990","Nebraska","31","310","Pawnee County","133","1330","Pawnee County",1591,2,1,3,,1713,1,0,6,
"G3101350","1990","Nebraska","31","310","Perkins County","135","1350","Perkins County",1650,0,4,16,,1670,0,4,23,
"G3101370","1990","Nebraska","31","310","Phelps County","137","1370","Phelps County",4659,0,7,14,,4994,5,8,28,
"G3101390","1990","Nebraska","31","310","Pierce County","139","1390","Pierce County",3813,0,13,6,,3969,0,12,14,
"G3101410","1990","Nebraska","31","310","Platte County","141","1410","Platte County",14488,33,38,86,,15035,21,23,96,
"G3101430","1990","Nebraska","31","310","Polk County","143","1430","Polk County",2768,1,7,13,,2864,0,6,16,
"G3101450","1990","Nebraska","31","310","Red Willow County","145","1450","Red Willow County",5488,10,18,47,,6080,3,10,49,
"G3101470","1990","Nebraska","31","310","Richardson County","147","1470","Richardson County",4672,3,86,10,,5066,2,90,8,
"G3101490","1990","Nebraska","31","310","Rock County","149","1490","Rock County",994,0,1,0,,1023,0,0,1,
"G3101510","1990","Nebraska","31","310","Saline County","151","1510","Saline County",6038,12,10,83,,6499,4,14,55,
"G3101530","1990","Nebraska","31","310","Sarpy County","153","1530","Sarpy County",47378,2818,204,1294,,46334,2518,195,1842,
"G3101550","1990","Nebraska","31","310","Saunders County","155","1550","Saunders County",9089,11,23,32,,9068,4,23,35,
"G3101570","1990","Nebraska","31","310","Scotts Bluff County","157","1570","Scotts Bluff County",15728,37,318,1220,,17094,33,344,1251,
"G3101590","1990","Nebraska","31","310","Seward County","159","1590","Seward County",7697,13,13,26,,7637,7,18,39,
"G3101610","1990","Nebraska","31","310","Sheridan County","161","1610","Sheridan County",3023,1,252,9,,3177,2,272,14,
"G3101630","1990","Nebraska","31","310","Sherman County","163","1630","Sherman County",1880,0,1,4,,1820,0,2,11,
"G3101650","1990","Nebraska","31","310","Sioux County","165","1650","Sioux County",756,0,1,20,,754,0,0,18,
"G3101670","1990","Nebraska","31","310","Stanton County","167","1670","Stanton County",3075,10,15,4,,3092,13,22,13,
"G3101690","1990","Nebraska","31","310","Thayer County","169","1690","Thayer County",3191,2,9,10,,3404,2,9,8,
"G3101710","1990","Nebraska","31","310","Thomas County","171","1710","Thomas County",410,0,1,0,,437,0,3,0,
"G3101730","1990","Nebraska","31","310","Thurston County","173","1730","Thurston County",1914,7,1495,11,,1947,1,1551,10,
"G3101750","1990","Nebraska","31","310","Valley County","175","1750","Valley County",2461,4,6,9,,2666,2,5,16,
"G3101770","1990","Nebraska","31","310","Washington County","177","1770","Washington County",8034,48,18,36,,8369,37,21,44,
"G3101790","1990","Nebraska","31","310","Wayne County","179","1790","Wayne County",4468,26,11,22,,4789,14,17,17,
"G3101810","1990","Nebraska","31","310","Webster County","181","1810","Webster County",2050,0,4,9,,2206,1,2,7,
"G3101830","1990","Nebraska","31","310","Wheeler County","183","1830","Wheeler County",475,0,0,1,,470,0,0,2,
"G3101850","1990","Nebraska","31","310","York County","185","1850","York County",6901,19,19,35,,7315,70,29,40,
"G3200010","1990","Nevada","32","320","Churchill County","001","0010","Churchill County",8122,119,393,400,,7906,84,502,412,
"G3200030","1990","Nevada","32","320","Clark County","003","0030","Clark County",306600,35323,3243,30942,,296058,35415,3173,30705,
"G3200050","1990","Nevada","32","320","Douglas County","005","0050","Douglas County",13125,52,266,460,,13005,34,304,391,
"G3200070","1990","Nevada","32","320","Elko County","007","0070","Elko County",15335,219,1078,1209,,13635,47,1050,957,
"G3200090","1990","Nevada","32","320","Esmeralda County","009","0090","Esmeralda County",650,4,30,64,,521,3,44,28,
"G3200110","1990","Nevada","32","320","Eureka County","011","0110","Eureka County",792,2,17,34,,650,3,24,25,
"G3200130","1990","Nevada","32","320","Humboldt County","013","0130","Humboldt County",5709,69,364,761,,5052,12,350,527,
"G3200150","1990","Nevada","32","320","Lander County","015","0150","Lander County",2944,2,154,151,,2719,7,141,148,
"G3200170","1990","Nevada","32","320","Lincoln County","017","0170","Lincoln County",1812,71,34,47,,1743,10,24,34,
"G3200190","1990","Nevada","32","320","Lyon County","019","0190","Lyon County",9319,48,309,524,,9068,18,314,401,
"G3200210","1990","Nevada","32","320","Mineral County","021","0210","Mineral County",2632,187,367,118,,2510,164,381,116,
"G3200230","1990","Nevada","32","320","Nye County","023","0230","Nye County",8717,195,270,319,,7676,96,229,279,
"G3200270","1990","Nevada","32","320","Pershing County","027","0270","Pershing County",1913,6,105,199,,1850,7,99,157,
"G3200290","1990","Nevada","32","320","Storey County","029","0290","Storey County",1189,0,24,37,,1201,8,27,40,
"G3200310","1990","Nevada","32","320","Washoe County","031","0310","Washoe County",113757,3072,2419,9840,,111338,2608,2502,9131,
"G3200330","1990","Nevada","32","320","White Pine County","033","0330","White Pine County",4535,180,152,180,,3919,8,142,148,
"G3205100","1990","Nevada","32","320","Carson City","510","5100","Carson City",18524,536,556,1054,,18169,162,550,892,
"G3300010","1990","New Hampshire","33","330","Belknap County","001","0010","Belknap County",23825,46,60,118,,24963,21,48,135,
"G3300030","1990","New Hampshire","33","330","Carroll County","003","0030","Carroll County",17101,43,27,71,,18049,23,33,63,
"G3300050","1990","New Hampshire","33","330","Cheshire County","005","0050","Cheshire County",33523,119,71,161,,35881,88,76,202,
"G3300070","1990","New Hampshire","33","330","Coos County","007","0070","Coos County",16748,24,30,82,,17815,13,32,84,
"G3300090","1990","New Hampshire","33","330","Grafton County","009","0090","Grafton County",36152,204,108,502,,37243,200,78,442,
"G3300110","1990","New Hampshire","33","330","Hillsborough County","011","0110","Hillsborough County",159624,1635,324,2867,,167197,1366,288,2772,
"G3300130","1990","New Hampshire","33","330","Merrimack County","013","0130","Merrimack County",57973,272,123,375,,60607,179,101,375,
"G3300150","1990","New Hampshire","33","330","Rockingham County","015","0150","Rockingham County",119050,1282,202,1413,,121153,1044,193,1508,
"G3300170","1990","New Hampshire","33","330","Strafford County","017","0170","Strafford County",49493,348,102,525,,52815,227,110,613,
"G3300190","1990","New Hampshire","33","330","Sullivan County","019","0190","Sullivan County",18737,36,64,84,,19484,28,64,95,
"G3400010","1990","New Jersey","34","340","Atlantic County","001","0010","Atlantic County",82843,18190,261,6516,,89245,20874,304,6094,
"G3400030","1990","New Jersey","34","340","Bergen County","003","0030","Bergen County",344462,18520,512,32778,,373445,21511,548,33604,
"G3400050","1990","New Jersey","34","340","Burlington County","005","0050","Burlington County",159851,28834,458,6123,,164880,27711,491,6718,
"G3400070","1990","New Jersey","34","340","Camden County","007","0070","Camden County",185857,38382,498,17087,,199493,43283,557,17667,
"G3400090","1990","New Jersey","34","340","Cape May County","009","0090","Cape May County",42309,2557,106,703,,45788,2777,107,742,
"G3400110","1990","New Jersey","34","340","Cumberland County","011","0110","Cumberland County",48702,11814,672,6176,,52765,11504,639,5781,
"G3400130","1990","New Jersey","34","340","Essex County","013","0130","Essex County",190208,146101,724,30861,,207816,170161,915,31420,
"G3400150","1990","New Jersey","34","340","Gloucester County","015","0150","Gloucester County",100363,9335,214,2055,,105146,10600,226,2143,
"G3400170","1990","New Jersey","34","340","Hudson County","017","0170","Hudson County",184092,37813,745,45526,,196520,41957,715,45731,
"G3400190","1990","New Jersey","34","340","Hunterdon County","019","0190","Hunterdon County",51611,1284,56,790,,52157,933,55,890,
"G3400210","1990","New Jersey","34","340","Mercer County","021","0210","Mercer County",117938,29447,287,9920,,126718,32034,246,9234,
"G3400230","1990","New Jersey","34","340","Middlesex County","023","0230","Middlesex County",269544,26605,546,33787,,280462,27024,520,33292,
"G3400250","1990","New Jersey","34","340","Monmouth County","025","0250","Monmouth County",234644,22178,339,10989,,248633,25051,373,10917,
"G3400270","1990","New Jersey","34","340","Morris County","027","0270","Morris County",188638,6030,228,10917,,198043,6461,201,10835,
"G3400290","1990","New Jersey","34","340","Ocean County","029","0290","Ocean County",194236,5849,319,3777,,218473,6186,296,4067,
"G3400310","1990","New Jersey","34","340","Passaic County","031","0310","Passaic County",156989,30646,568,30037,,168541,35431,593,30255,
"G3400330","1990","New Jersey","34","340","Salem County","033","0330","Salem County",26366,4399,105,576,,28028,5168,113,539,
"G3400350","1990","New Jersey","34","340","Somerset County","035","0350","Somerset County",103692,7265,132,7000,,107692,7559,111,6828,
"G3400370","1990","New Jersey","34","340","Sussex County","037","0370","Sussex County",63247,805,96,819,,64584,437,100,855,
"G3400390","1990","New Jersey","34","340","Union County","039","0390","Union County",176112,43731,424,16257,,191304,49076,456,16459,
"G3400410","1990","New Jersey","34","340","Warren County","041","0410","Warren County",42955,630,51,576,,46073,672,63,587,
"G3500010","1990","New Mexico","35","350","Bernalillo County","001","0010","Bernalillo County",179992,6847,7694,40069,,189453,6352,8602,41568,
"G3500030","1990","New Mexico","35","350","Catron County","003","0030","Catron County",1327,4,6,12,,1181,3,15,15,
"G3500050","1990","New Mexico","35","350","Chaves County","005","0050","Chaves County",23402,595,181,4270,,24388,602,194,4217,
"G3500060","1990","New Mexico","35","350","Cibola County","006","0060","Cibola County",6870,101,4348,335,,7029,90,4807,214,
"G3500070","1990","New Mexico","35","350","Colfax County","007","0070","Colfax County",5295,29,62,1093,,5402,15,33,996,
"G3500090","1990","New Mexico","35","350","Curry County","009","0090","Curry County",15732,1460,138,3399,,16172,1449,141,3716,
"G3500110","1990","New Mexico","35","350","De Baca County","011","0110","DeBaca County",1024,1,22,56,,1083,1,20,45,
"G3500130","1990","New Mexico","35","350","Doña Ana County","013","0130","Dona Ana County",61351,1226,503,4303,,62083,946,506,4592,
"G3500150","1990","New Mexico","35","350","Eddy County","015","0150","Eddy County",19261,405,116,4025,,20336,421,133,3908,
"G3500170","1990","New Mexico","35","350","Grant County","017","0170","Grant County",12639,94,117,742,,13106,43,112,823,
"G3500190","1990","New Mexico","35","350","Guadalupe County","019","0190","Guadalupe County",1497,9,13,567,,1579,3,8,480,
"G3500210","1990","New Mexico","35","350","Harding County","021","0210","Harding County",406,1,2,99,,381,1,3,94,
"G3500230","1990","New Mexico","35","350","Hidalgo County","023","0230","Hidalgo County",2754,6,14,248,,2703,5,6,222,
"G3500250","1990","New Mexico","35","350","Lea County","025","0250","Lea County",22558,1266,177,3538,,23259,1345,178,3444,
"G3500270","1990","New Mexico","35","350","Lincoln County","027","0270","Lincoln County",5477,42,63,445,,5698,23,69,402,
"G3500280","1990","New Mexico","35","350","Los Alamos County","028","0280","Los Alamos County",8648,53,61,420,,8416,43,65,409,
"G3500290","1990","New Mexico","35","350","Luna County","029","0290","Luna County",7870,123,53,662,,8427,130,54,791,
"G3500310","1990","New Mexico","35","350","McKinley County","031","0310","McKinley County",6607,157,20789,1747,,6688,138,22781,1779,
"G3500330","1990","New Mexico","35","350","Mora County","033","0330","Mora County",1220,1,13,900,,1203,1,8,918,
"G3500350","1990","New Mexico","35","350","Otero County","035","0350","Otero County",21063,1534,1436,2263,,20250,1221,1548,2613,
"G3500370","1990","New Mexico","35","350","Quay County","037","0370","Quay County",3876,75,46,1225,,4155,76,63,1307,
"G3500390","1990","New Mexico","35","350","Rio Arriba County","039","0390","Rio Arriba County",12047,88,2537,2366,,12276,50,2688,2313,
"G3500410","1990","New Mexico","35","350","Roosevelt County","041","0410","Roosevelt County",6413,114,65,1541,,6904,107,75,1483,
"G3500430","1990","New Mexico","35","350","Sandoval County","043","0430","Sandoval County",21286,475,6126,3183,,22154,464,6365,3266,
"G3500450","1990","New Mexico","35","350","San Juan County","045","0450","San Juan County",25572,233,16339,2864,,26234,196,17307,2860,
"G3500470","1990","New Mexico","35","350","San Miguel County","047","0470","San Miguel County",8082,106,109,4466,,8310,64,113,4493,
"G3500490","1990","New Mexico","35","350","Santa Fe County","049","0490","Santa Fe County",38425,380,1459,8235,,40965,235,1363,7866,
"G3500510","1990","New Mexico","35","350","Sierra County","051","0510","Sierra County",4550,18,46,250,,4704,21,31,292,
"G3500530","1990","New Mexico","35","350","Socorro County","053","0530","Socorro County",5849,69,683,892,,5574,45,808,844,
