GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BV2001,BV2002,BV2003,BV2004,BV2005,BV2006
"G1200530","1940","Florida","120","Hernando","0530","Hernando",2107,1937,826,770,1,0
"G1200550","1940","Florida","120","Highlands","0550","Highlands",3663,3639,943,1001,0,0
"G1200570","1940","Florida","120","Hillsborough","0570","Hillsborough",73735,74793,15230,16347,27,16
"G1200590","1940","Florida","120","Holmes","0590","Holmes",7426,7255,374,392,0,0
"G1200610","1940","Florida","120","Indian River","0610","Indian River",3219,3069,1416,1253,0,0
"G1200630","1940","Florida","120","Jackson","0630","Jackson",11156,10863,6061,6347,1,0
"G1200650","1940","Florida","120","Jefferson","0650","Jefferson",1976,2049,3842,4165,0,0
"G1200670","1940","Florida","120","Lafayette","0670","Lafayette",2143,1828,235,199,0,0
"G1200690","1940","Florida","120","Lake","0690","Lake",9658,9995,3895,3707,0,0
"G1200710","1940","Florida","120","Lee","0710","Lee",6831,6699,2044,1909,5,0
"G1200730","1940","Florida","120","Leon","0730","Leon",7518,8022,7555,8551,0,0
"G1200750","1940","Florida","120","Levy","0750","Levy",4037,3682,2562,2269,0,0
"G1200770","1940","Florida","120","Liberty","0770","Liberty",1488,1339,474,451,0,0
"G1200790","1940","Florida","120","Madison","0790","Madison",4305,4155,3775,3955,0,0
"G1200810","1940","Florida","120","Manatee","0810","Manatee",9558,9654,3396,3489,0,1
"G1200830","1940","Florida","120","Marion","0830","Marion",8834,8738,6740,6931,0,0
"G1200850","1940","Florida","120","Martin","0850","Martin",2094,1949,1199,1040,8,5
"G1200870","1940","Florida","120","Monroe","0870","Monroe",5861,5652,1255,1281,20,9
"G1200890","1940","Florida","120","Nassau","0890","Nassau",3702,3483,1819,1815,5,2
"G1200910","1940","Florida","120","Okaloosa","0910","Okaloosa",5990,5757,559,585,3,6
"G1200930","1940","Florida","120","Okeechobee","0930","Okeechobee",1263,1178,286,270,1,2
"G1200950","1940","Florida","120","Orange","0950","Orange",25684,27448,8215,8725,2,0
"G1200970","1940","Florida","120","Osceola","0970","Osceola",3976,4070,1133,928,9,3
"G1200990","1940","Florida","120","Palm Beach","0990","Palm Beach",25459,26121,14558,13822,22,7
"G1201010","1940","Florida","120","Pasco","1010","Pasco",6058,5647,1188,1085,1,2
"G1201030","1940","Florida","120","Pinellas","1030","Pinellas",36076,39596,7532,8605,37,6
"G1201050","1940","Florida","120","Polk","1050","Polk",33982,34165,9109,9407,1,1
"G1201070","1940","Florida","120","Putnam","1070","Putnam",5455,5354,3865,4020,2,2
"G1201090","1940","Florida","120","St Johns","1090","St Johns",6386,6565,3387,3669,5,0
"G1201110","1940","Florida","120","St Lucie","1110","St Lucie",3944,3847,2179,1900,0,1
"G1201130","1940","Florida","120","Santa Rosa","1130","Santa Rosa",7197,6946,954,988,0,0
"G1201150","1940","Florida","120","Sarasota","1150","Sarasota",6345,6181,1762,1812,4,2
"G1201170","1940","Florida","120","Seminole","1170","Seminole",5786,5764,5446,5305,2,1
"G1201190","1940","Florida","120","Sumter","1190","Sumter",4179,3782,1585,1494,1,0
"G1201210","1940","Florida","120","Suwannee","1210","Suwannee",5924,5661,2678,2809,0,1
"G1201230","1940","Florida","120","Taylor","1230","Taylor",4061,3820,1865,1819,0,0
"G1201250","1940","Florida","120","Union","1250","Union",3014,2015,1419,645,1,0
"G1201270","1940","Florida","120","Volusia","1270","Volusia",18731,20174,7160,7627,8,10
"G1201290","1940","Florida","120","Wakulla","1290","Wakulla",1842,1775,904,940,2,0
"G1201310","1940","Florida","120","Walton","1310","Walton",6220,6031,967,1028,0,0
"G1201330","1940","Florida","120","Washington","1330","Washington",5062,4975,1100,1164,1,0
"G1300010","1940","Georgia","130","Appling","0010","Appling",6002,5854,1296,1345,0,0
"G1300030","1940","Georgia","130","Atkinson","0030","Atkinson",2801,2621,845,826,0,0
"G1300050","1940","Georgia","130","Bacon","0050","Bacon",3618,3424,534,520,0,0
"G1300070","1940","Georgia","130","Baker","0070","Baker",1564,1485,2072,2223,0,0
"G1300090","1940","Georgia","130","Baldwin","0090","Baldwin",5924,6768,5342,6156,0,0
"G1300110","1940","Georgia","130","Banks","0110","Banks",4033,4039,324,332,1,4
"G1300130","1940","Georgia","130","Barrow","0130","Barrow",5195,5410,1176,1283,0,0
"G1300150","1940","Georgia","130","Bartow","0150","Bartow",10561,10512,2013,2196,1,0
"G1300170","1940","Georgia","130","Ben Hill","0170","Ben Hill",4768,4906,2220,2629,0,0
"G1300190","1940","Georgia","130","Berrien","0190","Berrien",6661,6372,1130,1207,0,0
"G1300210","1940","Georgia","130","Bibb","0210","Bibb",23062,25177,16134,19402,5,3
"G1300230","1940","Georgia","130","Bleckley","0230","Bleckley",3175,3156,1622,1702,0,0
"G1300250","1940","Georgia","130","Brantley","0250","Brantley",2978,2749,724,420,0,0
"G1300270","1940","Georgia","130","Brooks","0270","Brooks",5052,4938,5094,5413,0,0
"G1300290","1940","Georgia","130","Bryan","0290","Bryan",1935,1800,1306,1247,0,0
"G1300310","1940","Georgia","130","Bulloch","0310","Bulloch",8164,8004,4848,4993,1,0
"G1300330","1940","Georgia","130","Burke","0330","Burke",3318,3336,9547,10319,0,0
"G1300350","1940","Georgia","130","Butts","0350","Butts",2445,2446,2096,2194,1,0
"G1300370","1940","Georgia","130","Calhoun","0370","Calhoun",1634,1675,3441,3688,0,0
"G1300390","1940","Georgia","130","Camden","0390","Camden",1262,1224,1726,1693,5,0
"G1300430","1940","Georgia","130","Candler","0430","Candler",3070,2926,1503,1604,0,0
"G1300450","1940","Georgia","130","Carroll","0450","Carroll",13316,13587,3608,3644,1,0
"G1300470","1940","Georgia","130","Catoosa","0470","Catoosa",6592,5284,163,160,0,0
"G1300490","1940","Georgia","130","Charlton","0490","Charlton",1939,1821,778,718,0,0
"G1300510","1940","Georgia","130","Chatham","0510","Chatham",31672,33355,24037,28846,39,21
"G1300530","1940","Georgia","130","Chattahoochee","0530","Chattahoochee",10253,1857,1917,1106,4,1
"G1300550","1940","Georgia","130","Chattooga","0550","Chattooga",8378,8342,917,894,0,1
"G1300570","1940","Georgia","130","Cherokee","0570","Cherokee",9660,9569,437,460,0,0
"G1300590","1940","Georgia","130","Clarke","0590","Clarke",8654,9681,4559,5502,2,0
"G1300610","1940","Georgia","130","Clay","0610","Clay",1012,1065,2394,2593,0,0
"G1300630","1940","Georgia","130","Clayton","0630","Clayton",4351,4320,1480,1504,0,0
"G1300650","1940","Georgia","130","Clinch","0650","Clinch",2014,1924,1308,1191,0,0
"G1300670","1940","Georgia","130","Cobb","0670","Cobb",15922,16068,2967,3313,2,0
"G1300690","1940","Georgia","130","Coffee","0690","Coffee",8224,7941,2640,2736,0,0
"G1300710","1940","Georgia","130","Colquitt","0710","Colquitt",12606,12349,3914,4142,1,0
"G1300730","1940","Georgia","130","Columbia","0730","Columbia",1894,1875,2857,2807,0,0
"G1300750","1940","Georgia","130","Cook","0750","Cook",4340,4388,1536,1655,0,0
"G1300770","1940","Georgia","130","Coweta","0770","Coweta",7948,8201,5207,5615,0,1
"G1300790","1940","Georgia","130","Crawford","0790","Crawford",1555,1550,2017,2006,0,0
"G1300810","1940","Georgia","130","Crisp","0810","Crisp",4674,4752,3820,4294,0,0
"G1300830","1940","Georgia","130","Dade","0830","Dade",2965,2632,210,87,0,0
"G1300850","1940","Georgia","130","Dawson","0850","Dawson",2266,2149,64,0,0,0
"G1300870","1940","Georgia","130","Decatur","0870","Decatur",5762,5711,5127,5632,1,1
"G1300890","1940","Georgia","130","DeKalb","0890","De Kalb",35320,37653,6570,7393,2,4
"G1300910","1940","Georgia","130","Dodge","0910","Dodge",7102,6943,3395,3581,0,1
"G1300930","1940","Georgia","130","Dooly","0930","Dooly",3790,3765,4581,4750,0,0
"G1300950","1940","Georgia","130","Dougherty","0950","Dougherty",6420,6608,7070,8467,0,0
"G1300970","1940","Georgia","130","Douglas","0970","Douglas",3946,3934,1067,1106,0,0
"G1300990","1940","Georgia","130","Early","0990","Early",4527,4538,4629,4985,0,0
"G1301010","1940","Georgia","130","Echols","1010","Echols",997,902,588,477,0,0
"G1301030","1940","Georgia","130","Effingham","1030","Effingham",2842,2802,2015,1987,0,0
"G1301050","1940","Georgia","130","Elbert","1050","Elbert",6045,5842,3800,3931,0,0
"G1301070","1940","Georgia","130","Emanuel","1070","Emanuel",7705,7501,4103,4208,0,0
"G1301090","1940","Georgia","130","Evans","1090","Evans",2455,2453,1222,1271,0,0
"G1301110","1940","Georgia","130","Fannin","1110","Fannin",7377,7298,32,42,2,1
"G1301130","1940","Georgia","130","Fayette","1130","Fayette",2738,2765,1352,1315,0,0
"G1301150","1940","Georgia","130","Floyd","1150","Floyd",23490,24010,4079,4558,3,1
"G1301170","1940","Georgia","130","Forsyth","1170","Forsyth",5664,5617,22,19,0,0
"G1301190","1940","Georgia","130","Franklin","1190","Franklin",6657,6685,1105,1165,0,0
"G1301210","1940","Georgia","130","Fulton","1210","Fulton",130671,139072,55694,67369,61,19
"G1301230","1940","Georgia","130","Gilmer","1230","Gilmer",4498,4454,23,23,1,2
"G1301250","1940","Georgia","130","Glascock","1250","Glascock",1650,1676,622,599,0,0
"G1301270","1940","Georgia","130","Glynn","1270","Glynn",6717,6639,4048,4516,0,0
"G1301290","1940","Georgia","130","Gordon","1290","Gordon",8609,8633,610,593,0,0
"G1301310","1940","Georgia","130","Grady","1310","Grady",6500,6430,3318,3406,0,0
"G1301330","1940","Georgia","130","Greene","1330","Greene",3302,3252,3439,3716,0,0
"G1301350","1940","Georgia","130","Gwinnett","1350","Gwinnett",12926,12825,1645,1690,1,0
"G1301370","1940","Georgia","130","Habersham","1370","Habersham",6949,7155,305,362,0,0
"G1301390","1940","Georgia","130","Hall","1390","Hall",15483,16000,1529,1810,0,0
"G1301410","1940","Georgia","130","Hancock","1410","Hancock",1838,1743,4585,4598,0,0
"G1301430","1940","Georgia","130","Haralson","1430","Haralson",6489,6364,708,816,0,0
"G1301450","1940","Georgia","130","Harris","1450","Harris",2304,2322,3449,3353,0,0
"G1301470","1940","Georgia","130","Hart","1470","Hart",5886,5665,1955,2006,0,0
"G1301490","1940","Georgia","130","Heard","1490","Heard",3042,2981,1261,1326,0,0
"G1301510","1940","Georgia","130","Henry","1510","Henry",4054,3901,3535,3629,0,0
"G1301530","1940","Georgia","130","Houston","1530","Houston",2027,1957,3569,3749,1,0
"G1301550","1940","Georgia","130","Irwin","1550","Irwin",4211,3967,2378,2380,0,0
"G1301570","1940","Georgia","130","Jackson","1570","Jackson",8215,8333,1766,1775,0,0
"G1301590","1940","Georgia","130","Jasper","1590","Jasper",1866,1911,2454,2541,0,0
"G1301610","1940","Georgia","130","Jeff Davis","1610","Jeff Davis",3674,3557,803,807,0,0
"G1301630","1940","Georgia","130","Jefferson","1630","Jefferson",4258,4325,5503,5954,0,0
"G1301650","1940","Georgia","130","Jenkins","1650","Jenkins",2753,2553,3160,3377,0,0
"G1301670","1940","Georgia","130","Johnson","1670","Johnson",4099,3930,2390,2534,0,0
"G1301690","1940","Georgia","130","Jones","1690","Jones",1646,1604,2484,2597,0,0
"G1301710","1940","Georgia","130","Lamar","1710","Lamar",2765,2903,2152,2271,0,0
"G1301730","1940","Georgia","130","Lanier","1730","Lanier",2092,1925,903,712,0,0
"G1301750","1940","Georgia","130","Laurens","1750","Laurens",10015,9846,6682,7063,0,0
"G1301770","1940","Georgia","130","Lee","1770","Lee",936,959,2881,3061,0,0
"G1301790","1940","Georgia","130","Liberty","1790","Liberty",1606,1471,2840,2678,0,0
"G1301810","1940","Georgia","130","Lincoln","1810","Lincoln",1695,1728,1823,1796,0,0
"G1301830","1940","Georgia","130","Long","1830","Long",1326,1299,760,701,0,0
"G1301850","1940","Georgia","130","Lowndes","1850","Lowndes",8493,8693,6887,7780,4,3
"G1301870","1940","Georgia","130","Lumpkin","1870","Lumpkin",3017,2986,120,100,0,0
"G1301890","1940","Georgia","130","McDuffie","1890","Mcduffie",2748,2817,2612,2701,0,0
"G1301910","1940","Georgia","130","McIntosh","1910","Mcintosh",1098,1037,1520,1637,0,0
"G1301930","1940","Georgia","130","Macon","1930","Macon",2461,2592,5192,5702,0,0
"G1301950","1940","Georgia","130","Madison","1950","Madison",5505,5321,1284,1320,0,1
"G1301970","1940","Georgia","130","Marion","1970","Marion",1581,1548,1889,1936,0,0
"G1301990","1940","Georgia","130","Meriwether","1990","Meriwether",5062,5272,5701,6018,0,2
"G1302010","1940","Georgia","130","Miller","2010","Miller",3455,3298,1634,1611,0,0
"G1302050","1940","Georgia","130","Mitchell","2050","Mitchell",5609,5387,5904,6360,1,0
"G1302070","1940","Georgia","130","Monroe","2070","Monroe",2258,2338,3033,3120,0,0
"G1302090","1940","Georgia","130","Montgomery","2090","Montgomery",3000,2788,1892,1988,0,0
"G1302110","1940","Georgia","130","Morgan","2110","Morgan",2987,2949,3311,3466,0,0
"G1302130","1940","Georgia","130","Murray","2130","Murray",5484,5272,187,194,0,0
"G1302150","1940","Georgia","130","Muscogee","2150","Muscogee",23865,25613,11578,14413,11,14
"G1302170","1940","Georgia","130","Newton","2170","Newton",6028,6126,3052,3370,0,0
"G1302190","1940","Georgia","130","Oconee","2190","Oconee",2621,2696,1116,1143,0,0
"G1302210","1940","Georgia","130","Oglethorpe","2210","Oglethorpe",3455,3479,2764,2732,0,0
"G1302230","1940","Georgia","130","Paulding","2230","Paulding",5890,5644,715,583,0,0
"G1302250","1940","Georgia","130","Peach","2250","Peach",1968,2044,2973,3393,0,0
"G1302270","1940","Georgia","130","Pickens","2270","Pickens",4356,4300,240,240,0,0
"G1302290","1940","Georgia","130","Pierce","2290","Pierce",4715,4631,1208,1246,0,0
"G1302310","1940","Georgia","130","Pike","2310","Pike",2681,2629,2473,2592,0,0
"G1302330","1940","Georgia","130","Polk","2330","Polk",11761,11937,2309,2447,5,8
"G1302350","1940","Georgia","130","Pulaski","2350","Pulaski",2229,2241,2563,2796,0,0
"G1302370","1940","Georgia","130","Putnam","2370","Putnam",1707,1710,2478,2619,0,0
"G1302390","1940","Georgia","130","Quitman","2390","Quitman",526,531,1145,1233,0,0
"G1302410","1940","Georgia","130","Rabun","2410","Rabun",3878,3808,68,67,0,0
"G1302430","1940","Georgia","130","Randolph","2430","Randolph",2556,2649,5440,5964,0,0
"G1302450","1940","Georgia","130","Richmond","2450","Richmond",23939,24555,15209,17918,148,94
"G1302470","1940","Georgia","130","Rockdale","2470","Rockdale",2673,2603,1179,1245,13,11
"G1302490","1940","Georgia","130","Schley","2490","Schley",1003,996,1466,1568,0,0
"G1302510","1940","Georgia","130","Screven","2510","Screven",4396,4350,5703,5904,0,0
"G1302530","1940","Georgia","130","Seminole","2530","Seminole",2514,2521,1670,1787,0,0
"G1302550","1940","Georgia","130","Spalding","2550","Spalding",9478,10007,4119,4822,1,0
"G1302570","1940","Georgia","130","Stephens","2570","Stephens",5523,5593,852,1004,0,0
"G1302590","1940","Georgia","130","Stewart","2590","Stewart",1473,1409,3678,4043,0,0
"G1302610","1940","Georgia","130","Sumter","2610","Sumter",4651,4853,7044,7953,1,0
"G1302630","1940","Georgia","130","Talbot","2630","Talbot",1229,1231,2784,2897,0,0
"G1302650","1940","Georgia","130","Taliaferro","2650","Taliaferro",1032,965,2073,2208,0,0
"G1302670","1940","Georgia","130","Tattnall","2670","Tattnall",6359,5717,2284,1883,0,0
"G1302690","1940","Georgia","130","Taylor","2690","Taylor",2853,2733,2535,2647,0,0
"G1302710","1940","Georgia","130","Telfair","2710","Telfair",5275,5083,2380,2407,0,0
"G1302730","1940","Georgia","130","Terrell","2730","Terrell",2341,2373,5714,6247,0,0
"G1302750","1940","Georgia","130","Thomas","2750","Thomas",8526,8783,6611,7369,0,0
"G1302770","1940","Georgia","130","Tift","2770","Tift",6596,6510,2657,2836,0,0
"G1302790","1940","Georgia","130","Toombs","2790","Toombs",6314,6120,2171,2345,2,0
"G1302810","1940","Georgia","130","Towns","2810","Towns",2544,2381,0,0,0,0
"G1302830","1940","Georgia","130","Treutlen","2830","Treutlen",2735,2598,1244,1055,0,0
"G1302850","1940","Georgia","130","Troup","2850","Troup",13488,14039,7653,8699,0,0
"G1302870","1940","Georgia","130","Turner","2870","Turner",3563,3473,1877,1933,0,0
"G1302890","1940","Georgia","130","Twiggs","2890","Twiggs",1666,1587,2961,2903,0,0
"G1302910","1940","Georgia","130","Union","2910","Union",3919,3750,4,7,0,0
"G1302930","1940","Georgia","130","Upson","2930","Upson",8663,8714,3599,4087,1,0
"G1302950","1940","Georgia","130","Walker","2950","Walker",14458,14331,1087,1148,0,0
"G1302970","1940","Georgia","130","Walton","2970","Walton",7032,7136,3173,3436,0,0
"G1302990","1940","Georgia","130","Ware","2990","Ware",10003,10386,3494,4046,0,0
"G1303010","1940","Georgia","130","Warren","3010","Warren",1796,1775,3226,3439,0,0
"G1303030","1940","Georgia","130","Washington","3030","Washington",5143,5214,6710,7163,0,0
"G1303050","1940","Georgia","130","Wayne","3050","Wayne",5274,5054,1444,1349,1,0
"G1303070","1940","Georgia","130","Webster","3070","Webster",923,911,1397,1495,0,0
"G1303090","1940","Georgia","130","Wheeler","3090","Wheeler",3028,2827,1308,1372,0,0
"G1303110","1940","Georgia","130","White","3110","White",3060,2990,200,167,0,0
"G1303130","1940","Georgia","130","Whitfield","3130","Whitfield",12048,12592,663,800,0,2
"G1303150","1940","Georgia","130","Wilcox","3150","Wilcox",4034,3845,2388,2488,0,0
"G1303170","1940","Georgia","130","Wilkes","3170","Wilkes",3089,2952,4438,4605,0,0
"G1303190","1940","Georgia","130","Wilkinson","3190","Wilkinson",2924,2694,2736,2671,0,0
"G1303210","1940","Georgia","130","Worth","3210","Worth",5733,5664,4874,5103,0,0
"G1550015","1940","Hawaii Territory","155","Hawaii","0015","Hawaii",,,,,,
"G1550035","1940","Hawaii Territory","155","Honolulu","0035","Honolulu",,,,,,
"G1550075","1940","Hawaii Territory","155","Kauai","0075","Kauai",,,,,,
"G1550095","1940","Hawaii Territory","155","Maui","0095","Maui",,,,,,
"G1600010","1940","Idaho","160","Ada","0010","Ada",25316,24835,65,52,96,37
"G1600030","1940","Idaho","160","Adams","0030","Adams",1856,1551,0,0,0,0
"G1600050","1940","Idaho","160","Bannock","0050","Bannock",17384,16484,117,105,362,307
"G1600070","1940","Idaho","160","Bear Lake","0070","Bear Lake",4134,3770,0,0,5,2
"G1600090","1940","Idaho","160","Benewah","0090","Benewah",3869,3141,6,5,159,152
