GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AZ8AA1980,AZ8AB1980,AZ8AC1980,AZ8AD1980,AZ8AE1980,AZ8AF1980,AZ8AG1980,AZ8AH1980,AZ8AI1980,AZ8AJ1980
"G0600950","1980","California","06","060","Solano County","095","0950","SOLANO",89524,14231,1251,8224,,86540,13459,1155,9675,
"G0600970","1980","California","06","060","Sonoma County","097","0970","SONOMA",134965,1861,1600,2232,,144183,1623,2102,2879,
"G0600990","1980","California","06","060","Stanislaus County","099","0990","STANISLAUS",113878,1709,2206,2253,,120449,1500,2377,2338,
"G0601010","1980","California","06","060","Sutter County","101","1010","SUTTER",21325,193,388,1991,,22447,142,293,1713,
"G0601030","1980","California","06","060","Tehama County","103","1030","TEHAMA",18312,45,280,108,,18705,13,421,156,
"G0601050","1980","California","06","060","Trinity County","105","1050","TRINITY",5702,0,311,42,,5434,0,277,36,
"G0601070","1980","California","06","060","Tulare County","107","1070","TULARE",88911,1794,1461,2666,,93843,1799,1750,2491,
"G0601090","1980","California","06","060","Tuolumne County","109","1090","TUOLUMNE",16022,335,285,110,,16111,38,255,138,
"G0601110","1980","California","06","060","Ventura County","111","1110","VENTURA",216725,5905,2841,6952,,220665,5453,2830,8799,
"G0601130","1980","California","06","060","Yolo County","113","1130","YOLO",46573,1126,632,2626,,47602,956,751,2372,
"G0601150","1980","California","06","060","Yuba County","115","1150","YUBA",21296,1235,596,737,,21101,984,555,869,
"G0800010","1980","Colorado","08","080","Adams County","001","0010","ADAMS",108241,3058,1053,1824,,111230,3158,1042,1862,
"G0800030","1980","Colorado","08","080","Alamosa County","003","0030","ALAMOSA",4603,80,39,59,,4804,6,44,54,
"G0800050","1980","Colorado","08","080","Arapahoe County","005","0050","ARAPAHOE",135610,4408,801,2057,,139117,4059,673,2523,
"G0800070","1980","Colorado","08","080","Archuleta County","007","0070","ARCHULETA",1576,0,0,0,,1485,0,0,0,
"G0800090","1980","Colorado","08","080","Baca County","009","0090","BACA",2588,0,0,0,,2602,0,0,0,
"G0800110","1980","Colorado","08","080","Bent County","011","0110","BENT",2563,31,23,0,,2532,0,55,0,
"G0800130","1980","Colorado","08","080","Boulder County","013","0130","BOULDER",90526,945,414,1303,,89254,821,516,1148,
"G0800150","1980","Colorado","08","080","Chaffee County","015","0150","CHAFFEE",6563,65,38,0,,6260,0,21,0,
"G0800170","1980","Colorado","08","080","Cheyenne County","017","0170","CHEYENNE",1066,0,0,0,,1083,0,0,0,
"G0800190","1980","Colorado","08","080","Clear Creek County","019","0190","CLEAR CREEK",3775,0,35,0,,3377,0,19,0,
"G0800210","1980","Colorado","08","080","Conejos County","021","0210","CONEJOS",2463,0,28,0,,2437,0,23,0,
"G0800230","1980","Colorado","08","080","Costilla County","023","0230","COSTILLA",1245,0,0,26,,1224,0,0,28,
"G0800250","1980","Colorado","08","080","Crowley County","025","0250","CROWLEY",1349,0,0,16,,1436,0,0,16,
"G0800270","1980","Colorado","08","080","Custer County","027","0270","CUSTER",753,0,0,0,,745,0,0,0,
"G0800290","1980","Colorado","08","080","Delta County","029","0290","DELTA",10100,0,94,37,,10476,0,70,9,
"G0800310","1980","Colorado","08","080","Denver County","031","0310","DENVER",180375,28812,2109,4468,,195253,30283,2209,4466,
"G0800330","1980","Colorado","08","080","Dolores County","033","0330","DOLORES",767,0,40,0,,799,0,19,0,
"G0800350","1980","Colorado","08","080","Douglas County","035","0350","DOUGLAS",12434,61,31,24,,12307,27,27,63,
"G0800370","1980","Colorado","08","080","Eagle County","037","0370","EAGLE",6865,0,0,0,,5723,0,0,0,
"G0800390","1980","Colorado","08","080","Elbert County","039","0390","ELBERT",3405,0,74,21,,3264,0,41,19,
"G0800410","1980","Colorado","08","080","El Paso County","041","0410","EL PASO",136449,10905,988,2059,,135336,8210,1079,3315,
"G0800430","1980","Colorado","08","080","Fremont County","043","0430","FREMONT",13599,319,168,31,,13737,50,56,15,
"G0800450","1980","Colorado","08","080","Garfield County","045","0450","GARFIELD",11100,0,83,34,,10763,0,76,30,
"G0800470","1980","Colorado","08","080","Gilpin County","047","0470","GILPIN",1293,0,0,0,,1106,0,0,0,
"G0800490","1980","Colorado","08","080","Grand County","049","0490","GRAND",3807,0,26,0,,3563,0,23,0,
"G0800510","1980","Colorado","08","080","Gunnison County","051","0510","GUNNISON",5651,0,52,0,,4795,0,37,0,
"G0800530","1980","Colorado","08","080","Hinsdale County","053","0530","HINSDALE",229,0,0,0,,179,0,0,0,
"G0800550","1980","Colorado","08","080","Huerfano County","055","0550","HUERFANO",2857,37,17,0,,2767,11,20,0,
"G0800570","1980","Colorado","08","080","Jackson County","057","0570","JACKSON",969,0,0,0,,881,0,0,0,
"G0800590","1980","Colorado","08","080","Jefferson County","059","0590","JEFFERSON",177759,1151,1085,2116,,179852,757,781,2311,
"G0800610","1980","Colorado","08","080","Kiowa County","061","0610","KIOWA",978,0,0,0,,939,0,0,0,
"G0800630","1980","Colorado","08","080","Kit Carson County","063","0630","KIT CARSON",3696,0,14,0,,3721,0,19,0,
"G0800650","1980","Colorado","08","080","Lake County","065","0650","LAKE",3925,0,55,0,,3563,0,28,0,
"G0800670","1980","Colorado","08","080","La Plata County","067","0670","LA PLATA",12430,0,507,15,,12153,0,625,36,
"G0800690","1980","Colorado","08","080","Larimer County","069","0690","LARIMER",70420,356,496,786,,71507,220,537,697,
"G0800710","1980","Colorado","08","080","Las Animas County","071","0710","LAS ANIMAS",6568,49,44,43,,6889,53,23,16,
"G0800730","1980","Colorado","08","080","Lincoln County","073","0730","LINCOLN",2261,0,0,0,,2374,0,0,0,
"G0800750","1980","Colorado","08","080","Logan County","075","0750","LOGAN",9320,35,17,61,,9642,29,17,62,
"G0800770","1980","Colorado","08","080","Mesa County","077","0770","MESA",38487,170,341,191,,39480,58,267,204,
"G0800790","1980","Colorado","08","080","Mineral County","079","0790","MINERAL",419,0,0,0,,385,0,0,0,
"G0800810","1980","Colorado","08","080","Moffat County","081","0810","MOFFAT",6562,0,20,0,,6235,0,33,0,
"G0800830","1980","Colorado","08","080","Montezuma County","083","0830","MONTEZUMA",7024,0,767,15,,7376,0,826,23,
"G0800850","1980","Colorado","08","080","Montrose County","085","0850","MONTROSE",11661,0,63,0,,11817,0,33,0,
"G0800870","1980","Colorado","08","080","Morgan County","087","0870","MORGAN",10617,16,74,12,,10979,15,49,27,
"G0800890","1980","Colorado","08","080","Otero County","089","0890","OTERO",9008,68,47,53,,9841,45,63,58,
"G0800910","1980","Colorado","08","080","Ouray County","091","0910","OURAY",935,0,0,0,,953,0,0,0,
"G0800930","1980","Colorado","08","080","Park County","093","0930","PARK",2699,0,25,0,,2509,0,9,0,
"G0800950","1980","Colorado","08","080","Phillips County","095","0950","PHILLIPS",2213,0,0,0,,2265,0,0,0,
"G0800970","1980","Colorado","08","080","Pitkin County","097","0970","PITKIN",5293,31,50,0,,4896,9,22,0,
"G0800990","1980","Colorado","08","080","Prowers County","099","0990","PROWERS",5915,19,27,0,,6331,22,37,0,
"G0801010","1980","Colorado","08","080","Pueblo County","101","1010","PUEBLO",52687,1218,335,294,,55702,1211,439,296,
"G0801030","1980","Colorado","08","080","Rio Blanco County","103","1030","RIO BLANCO",3167,0,23,0,,2941,0,27,0,
"G0801050","1980","Colorado","08","080","Rio Grande County","105","1050","RIO GRANDE",4162,0,16,0,,4269,0,16,0,
"G0801070","1980","Colorado","08","080","Routt County","107","1070","ROUTT",7050,0,46,18,,6105,0,44,16,
"G0801090","1980","Colorado","08","080","Saguache County","109","1090","SAGUACHE",1440,0,22,0,,1438,0,16,0,
"G0801110","1980","Colorado","08","080","San Juan County","111","1110","SAN JUAN",423,0,0,0,,373,0,0,0,
"G0801130","1980","Colorado","08","080","San Miguel County","113","1130","SAN MIGUEL",1663,0,32,0,,1411,0,40,0,
"G0801150","1980","Colorado","08","080","Sedgwick County","115","1150","SEDGWICK",1511,0,0,27,,1586,0,0,22,
"G0801170","1980","Colorado","08","080","Summit County","117","1170","SUMMIT",4787,0,24,0,,3940,0,9,0,
"G0801190","1980","Colorado","08","080","Teller County","119","1190","TELLER",4033,0,19,0,,3935,0,12,0,
"G0801210","1980","Colorado","08","080","Washington County","121","1210","WASHINGTON",2680,0,0,0,,2595,0,0,0,
"G0801230","1980","Colorado","08","080","Weld County","123","1230","WELD",54040,297,325,411,,56639,309,206,476,
"G0801250","1980","Colorado","08","080","Yuma County","125","1250","YUMA",4632,0,23,0,,4808,0,32,0,
"G0900010","1980","Connecticut","09","090","Fairfield County","001","0010","FAIRFIELD",344993,30666,551,3605,,372698,35366,555,3450,
"G0900030","1980","Connecticut","09","090","Hartford County","003","0030","HARTFORD",341656,31314,470,2317,,371157,35067,527,2529,
"G0900050","1980","Connecticut","09","090","Litchfield County","005","0050","LITCHFIELD",75132,480,97,242,,79680,557,75,325,
"G0900070","1980","Connecticut","09","090","Middlesex County","007","0070","MIDDLESEX",59795,2461,154,238,,62748,2455,112,363,
"G0900090","1980","Connecticut","09","090","New Haven County","009","0090","NEW HAVEN",323127,31191,543,2298,,353150,35931,604,2464,
"G0900110","1980","Connecticut","09","090","New London County","011","0110","NEW LONDON",113416,4514,519,1074,,111632,4242,376,1082,
"G0900130","1980","Connecticut","09","090","Tolland County","013","0130","TOLLAND",55279,1240,22,431,,56277,645,91,427,
"G0900150","1980","Connecticut","09","090","Windham County","015","0150","WINDHAM",43649,286,85,110,,46703,226,101,161,
"G1000010","1980","Delaware","10","100","Kent County","001","0010","KENT",38904,8482,157,357,,39609,9370,138,500,
"G1000030","1980","Delaware","10","100","New Castle County","003","0030","NEW CASTLE",159425,28202,262,1502,,171255,32190,185,1818,
"G1000050","1980","Delaware","10","100","Sussex County","005","0050","SUSSEX",38035,8493,296,210,,40774,9420,353,240,
"G1100010","1980","District Of Columbia","11","110","District of Columbia","001","0010","DISTRICT OF COLUMBIA",81737,206416,536,3212,,92968,241954,478,3671,
"G1200010","1980","Florida","12","120","Alachua County","001","0010","ALACHUA",60553,13385,175,973,,58795,15495,110,944,
"G1200030","1980","Florida","12","120","Baker County","003","0030","BAKER",6534,1218,0,0,,6394,1115,0,0,
"G1200050","1980","Florida","12","120","Bay County","005","0050","BAY",41382,5454,410,489,,42294,6252,280,728,
"G1200070","1980","Florida","12","120","Bradford County","007","0070","BRADFORD",8150,2476,47,35,,7578,1601,7,33,
"G1200090","1980","Florida","12","120","Brevard County","009","0090","BREVARD",121656,11364,443,925,,123614,12209,407,1287,
"G1200110","1980","Florida","12","120","Broward County","011","0110","BROWARD",424095,54148,700,2238,,470030,59205,812,2685,
"G1200130","1980","Florida","12","120","Calhoun County","013","0130","CALHOUN",3907,463,35,0,,4172,669,48,0,
"G1200150","1980","Florida","12","120","Charlotte County","015","0150","CHARLOTTE",26771,477,58,113,,30049,614,76,180,
"G1200170","1980","Florida","12","120","Citrus County","017","0170","CITRUS",25243,867,77,66,,27281,908,79,90,
"G1200190","1980","Florida","12","120","Clay County","019","0190","CLAY",30819,1666,97,240,,31922,1738,61,331,
"G1200210","1980","Florida","12","120","Collier County","021","0210","COLLIER",36933,2329,80,75,,38598,2104,96,130,
"G1200230","1980","Florida","12","120","Columbia County","023","0230","COLUMBIA",13981,3263,37,50,,14352,3578,18,81,
"G1200250","1980","Florida","12","120","Dade County","025","0250","DADE",592383,132755,1004,6444,,662690,148596,884,7625,
"G1200270","1980","Florida","12","120","DeSoto County","027","0270","DE SOTO",7399,1899,27,25,,7658,1658,23,35,
"G1200290","1980","Florida","12","120","Dixie County","029","0290","DIXIE",3508,476,0,0,,3322,423,0,0,
"G1200310","1980","Florida","12","120","Duval County","031","0310","DUVAL",205309,64588,1001,2991,,215428,75790,1046,3116,
"G1200330","1980","Florida","12","120","Escambia County","033","0330","ESCAMBIA",89565,21298,1264,1581,,91639,24555,1285,1766,
"G1200350","1980","Florida","12","120","Flagler County","035","0350","FLAGLER",4682,573,0,0,,4884,717,0,0,
"G1200370","1980","Florida","12","120","Franklin County","037","0370","FRANKLIN",3261,434,21,0,,3248,666,21,0,
"G1200390","1980","Florida","12","120","Gadsden County","039","0390","GADSDEN",7987,11612,0,0,,8489,13318,0,0,
"G1200410","1980","Florida","12","120","Gilchrist County","041","0410","GILCHRIST",2671,0,0,0,,2705,0,0,0,
"G1200430","1980","Florida","12","120","Glades County","043","0430","GLADES",2319,387,163,0,,2377,386,168,0,
"G1200450","1980","Florida","12","120","Gulf County","045","0450","GULF",4207,1052,0,0,,4286,1087,0,0,
"G1200470","1980","Florida","12","120","Hamilton County","047","0470","HAMILTON",2653,1499,16,0,,2748,1810,27,0,
"G1200490","1980","Florida","12","120","Hardee County","049","0490","HARDEE",8034,749,25,0,,8102,854,19,0,
"G1200510","1980","Florida","12","120","Hendry County","051","0510","HENDRY",6923,1798,31,44,,6975,1661,42,23,
"G1200530","1980","Florida","12","120","Hernando County","053","0530","HERNANDO",19901,1312,39,39,,21510,1481,42,69,
"G1200550","1980","Florida","12","120","Highlands County","055","0550","HIGHLANDS",19293,3231,140,24,,20792,3336,187,47,
"G1200570","1980","Florida","12","120","Hillsborough County","057","0570","HILLSBOROUGH",266485,40393,789,1516,,282167,45977,833,2360,
"G1200590","1980","Florida","12","120","Holmes County","059","0590","HOLMES",7049,135,41,0,,7274,143,59,0,
"G1200610","1980","Florida","12","120","Indian River County","061","0610","INDIAN RIVER",24806,3823,68,83,,26366,3942,23,99,
"G1200630","1980","Florida","12","120","Jackson County","063","0630","JACKSON",14205,4974,97,0,,14470,5239,79,0,
"G1200650","1980","Florida","12","120","Jefferson County","065","0650","JEFFERSON",2765,2360,0,0,,2766,2744,0,0,
"G1200670","1980","Florida","12","120","Lafayette County","067","0670","LAFAYETTE",1870,137,0,0,,1866,153,0,0,
"G1200690","1980","Florida","12","120","Lake County","069","0690","LAKE",42737,6367,139,86,,47223,6786,113,219,
"G1200710","1980","Florida","12","120","Lee County","071","0710","LEE",89256,7838,171,262,,96635,8441,164,426,
"G1200730","1980","Florida","12","120","Leon County","073","0730","LEON",53443,16880,153,453,,56400,19815,251,442,
"G1200750","1980","Florida","12","120","Levy County","075","0750","LEVY",8078,1489,30,11,,8477,1687,22,31,
"G1200770","1980","Florida","12","120","Liberty County","077","0770","LIBERTY",1912,214,0,0,,1890,244,0,0,
"G1200790","1980","Florida","12","120","Madison County","079","0790","MADISON",4099,2891,0,0,,4416,3448,0,0,
"G1200810","1980","Florida","12","120","Manatee County","081","0810","MANATEE",62136,6234,141,222,,71140,7098,108,359,
"G1200830","1980","Florida","12","120","Marion County","083","0830","MARION",49065,9484,205,78,,52162,10865,153,152,
"G1200850","1980","Florida","12","120","Martin County","085","0850","MARTIN",28073,2229,29,54,,29819,2294,31,110,
"G1200870","1980","Florida","12","120","Monroe County","087","0870","MONROE",29981,1983,184,371,,27650,1855,240,404,
"G1200890","1980","Florida","12","120","Nassau County","089","0890","NASSAU",14144,2195,57,0,,14008,2376,29,0,
"G1200910","1980","Florida","12","120","Okaloosa County","091","0910","OKALOOSA",49638,4819,235,564,,47810,4553,268,1277,
"G1200930","1980","Florida","12","120","Okeechobee County","093","0930","OKEECHOBEE",8989,992,58,55,,8919,725,21,46,
"G1200950","1980","Florida","12","120","Orange County","095","0950","ORANGE",191415,32804,766,1645,,199818,36864,648,1979,
"G1200970","1980","Florida","12","120","Osceola County","097","0970","OSCEOLA",21829,1392,92,61,,23722,1559,151,143,
"G1200990","1980","Florida","12","120","Palm Beach County","099","0990","PALM BEACH",231119,38574,375,1274,,256885,40439,445,1631,
"G1201010","1980","Florida","12","120","Pasco County","101","1010","PASCO",88867,1910,330,187,,98203,2068,339,355,
"G1201030","1980","Florida","12","120","Pinellas County","103","1030","PINELLAS",307000,25522,766,1414,,360150,29395,604,1971,
"G1201050","1980","Florida","12","120","Polk County","105","1050","POLK",129366,24564,539,618,,137032,23746,360,734,
"G1201070","1980","Florida","12","120","Putnam County","107","1070","PUTNAM",19575,4842,75,15,,20357,5516,79,45,
"G1201090","1980","Florida","12","120","St. Johns County","109","1090","ST. JOHNS",20865,3382,57,47,,22653,4044,42,129,
"G1201110","1980","Florida","12","120","St. Lucie County","111","1110","ST. LUCIE",32776,9187,130,152,,34604,9810,172,135,
"G1201130","1980","Florida","12","120","Santa Rosa County","113","1130","SANTA ROSA",26225,1295,215,289,,26094,1273,160,251,
"G1201150","1980","Florida","12","120","Sarasota County","115","1150","SARASOTA",87949,4844,133,311,,102244,5558,112,400,
"G1201170","1980","Florida","12","120","Seminole County","117","1170","SEMINOLE",77415,8209,232,679,,81828,9597,214,784,
"G1201190","1980","Florida","12","120","Sumter County","119","1190","SUMTER",9761,2485,31,22,,9623,2085,77,12,
"G1201210","1980","Florida","12","120","Suwannee County","121","1210","SUWANNEE",8952,1843,0,34,,9253,2084,0,47,
"G1201230","1980","Florida","12","120","Taylor County","123","1230","TAYLOR",6333,1635,21,33,,6561,1886,9,19,
"G1201250","1980","Florida","12","120","Union County","125","1250","UNION",4519,2402,57,28,,2529,563,3,29,
"G1201270","1980","Florida","12","120","Volusia County","127","1270","VOLUSIA",108053,13080,405,487,,119016,15793,364,789,
"G1201290","1980","Florida","12","120","Wakulla County","129","1290","WAKULLA",4512,770,0,0,,4539,1016,0,0,
"G1201310","1980","Florida","12","120","Walton County","131","1310","WALTON",9276,935,102,0,,9649,1137,108,0,
"G1201330","1980","Florida","12","120","Washington County","133","1330","WASHINGTON",5804,1094,101,0,,6244,1131,90,0,
"G1300010","1980","Georgia","13","130","Appling County","001","0010","APPLING",6069,1489,0,0,,6294,1648,0,0,
"G1300030","1980","Georgia","13","130","Atkinson County","003","0030","ATKINSON",2195,0,0,0,,2248,0,0,0,
"G1300050","1980","Georgia","13","130","Bacon County","005","0050","BACON",3770,642,0,0,,4166,752,0,0,
"G1300070","1980","Georgia","13","130","Baker County","007","0070","BAKER",951,0,0,0,,957,0,0,0,
"G1300090","1980","Georgia","13","130","Baldwin County","009","0090","BALDWIN",10812,6349,46,0,,10735,6631,39,0,
"G1300110","1980","Georgia","13","130","Banks County","011","0110","BANKS",4090,0,0,0,,4150,0,0,0,
"G1300130","1980","Georgia","13","130","Barrow County","013","0130","BARROW",8728,1431,0,0,,9411,1758,0,0,
"G1300150","1980","Georgia","13","130","Bartow County","015","0150","BARTOW",17513,2179,32,0,,18376,2541,64,0,
"G1300170","1980","Georgia","13","130","Ben Hill County","017","0170","BEN HILL",5279,0,0,0,,5876,0,0,0,
"G1300190","1980","Georgia","13","130","Berrien County","019","0190","BERRIEN",5757,772,0,0,,6029,919,0,0,
"G1300210","1980","Georgia","13","130","Bibb County","021","0210","BIBB",43355,26289,109,282,,47948,31793,54,288,
"G1300230","1980","Georgia","13","130","Bleckley County","023","0230","BLECKLEY",4027,1020,21,53,,4203,1347,19,29,
"G1300250","1980","Georgia","13","130","Brantley County","025","0250","BRANTLEY",3993,0,0,0,,4196,0,0,0,
