GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B69AA125,B69AB125,B69AC125,B84AA125,B84AB125,B84AC125,B84AD125,B84AE125,B84AF125,B69AA125M,B69AB125M,B69AC125M,B84AA125M,B84AB125M,B84AC125M,B84AD125M,B84AE125M,B84AF125M
"G0500790","2008-2012","Arkansas","05","050","Lincoln County","079","0790","Lincoln County, Arkansas",954,7962,900,4979,0,4979,4395,584,6711,175,473,177,395,19,395,367,180,386
"G0500810","2008-2012","Arkansas","05","050","Little River County","081","0810","Little River County, Arkansas",380,7773,995,6097,5,6092,5661,431,4354,102,513,186,260,9,261,283,151,252
"G0500830","2008-2012","Arkansas","05","050","Logan County","083","0830","Logan County, Arkansas",1020,12351,1774,9695,45,9650,8829,821,7870,167,571,214,377,37,381,391,175,386
"G0500850","2008-2012","Arkansas","05","050","Lonoke County","085","0850","Lonoke County, Arkansas",2265,33865,7854,34444,1179,33265,30675,2590,16880,298,1096,585,574,240,634,702,344,593
"G0500870","2008-2012","Arkansas","05","050","Madison County","087","0870","Madison County, Arkansas",950,8561,1146,7123,0,7123,6490,633,5235,193,513,198,316,19,316,372,186,331
"G0500890","2008-2012","Arkansas","05","050","Marion County","089","0890","Marion County, Arkansas",507,10513,1671,6921,0,6921,6251,670,7203,140,560,240,334,19,334,348,153,335
"G0500910","2008-2012","Arkansas","05","050","Miller County","091","0910","Miller County, Arkansas",1691,23408,3704,20300,11,20289,18475,1814,13632,291,962,413,659,14,661,585,283,705
"G0500930","2008-2012","Arkansas","05","050","Mississippi County","093","0930","Mississippi County, Arkansas",2818,22795,3478,20708,24,20684,18157,2527,14024,368,936,399,636,28,637,676,387,643
"G0500950","2008-2012","Arkansas","05","050","Monroe County","095","0950","Monroe County, Arkansas",738,4166,726,3299,0,3299,2919,380,3295,151,318,138,228,17,228,242,105,230
"G0500970","2008-2012","Arkansas","05","050","Montgomery County","097","0970","Montgomery County, Arkansas",535,5482,742,3711,0,3711,3433,278,3997,142,374,138,239,17,239,237,106,227
"G0500990","2008-2012","Arkansas","05","050","Nevada County","099","0990","Nevada County, Arkansas",302,5196,689,4220,15,4205,3588,617,2936,99,416,158,284,23,286,292,162,272
"G0501010","2008-2012","Arkansas","05","050","Newton County","101","1010","Newton County, Arkansas",473,4760,747,3516,0,3516,3314,202,3196,105,303,142,199,17,199,228,83,203
"G0501030","2008-2012","Arkansas","05","050","Ouachita County","103","1030","Ouachita County, Arkansas",728,14362,2715,11981,44,11937,10419,1518,8588,155,671,319,408,38,404,444,267,406
"G0501050","2008-2012","Arkansas","05","050","Perry County","105","1050","Perry County, Arkansas",487,6059,707,4610,21,4589,4252,337,3833,128,421,161,277,25,277,296,101,261
"G0501070","2008-2012","Arkansas","05","050","Phillips County","107","1070","Phillips County, Arkansas",1347,10468,1801,9056,23,9033,7373,1660,7195,232,607,264,341,35,344,302,289,353
"G0501090","2008-2012","Arkansas","05","050","Pike County","109","1090","Pike County, Arkansas",494,6118,939,5064,0,5064,4549,515,3809,119,379,142,276,19,276,267,124,265
"G0501110","2008-2012","Arkansas","05","050","Poinsett County","111","1110","Poinsett County, Arkansas",1892,13188,1468,10677,18,10659,9125,1534,8542,231,616,198,423,27,427,413,285,439
"G0501130","2008-2012","Arkansas","05","050","Polk County","113","1130","Polk County, Arkansas",827,11787,1674,8730,0,8730,8137,593,7420,161,587,239,329,22,329,360,152,337
"G0501150","2008-2012","Arkansas","05","050","Pope County","115","1150","Pope County, Arkansas",2789,28074,7722,30463,16,30447,28381,2066,18732,369,1006,507,722,20,723,772,303,736
"G0501170","2008-2012","Arkansas","05","050","Prairie County","117","1170","Prairie County, Arkansas",478,5091,629,3772,14,3758,3607,151,3190,101,297,125,153,23,156,151,51,157
"G0501190","2008-2012","Arkansas","05","050","Pulaski County","119","1190","Pulaski County, Arkansas",8894,165869,80590,199903,3123,196780,180914,15866,101027,743,2583,1828,1954,399,1989,1795,1100,1899
"G0501210","2008-2012","Arkansas","05","050","Randolph County","121","1210","Randolph County, Arkansas",1110,9862,1355,7391,0,7391,6836,555,6907,182,579,257,326,19,326,358,172,323
"G0501230","2008-2012","Arkansas","05","050","St. Francis County","123","1230","St. Francis County, Arkansas",1568,15275,2134,10815,2,10813,9433,1380,11455,212,689,291,800,3,800,793,269,802
"G0501250","2008-2012","Arkansas","05","050","Saline County","125","1250","Saline County, Arkansas",2328,54115,16981,54102,142,53960,50537,3423,30151,337,1426,794,804,93,811,872,438,797
"G0501270","2008-2012","Arkansas","05","050","Scott County","127","1270","Scott County, Arkansas",794,5826,763,4816,6,4810,4364,446,3856,162,414,160,270,10,271,301,119,264
"G0501290","2008-2012","Arkansas","05","050","Searcy County","129","1290","Searcy County, Arkansas",467,4800,653,3332,0,3332,3146,186,3332,140,368,141,219,17,219,224,77,218
"G0501310","2008-2012","Arkansas","05","050","Sebastian County","131","1310","Sebastian County, Arkansas",5825,60753,15306,58885,228,58657,54730,3927,38793,545,1568,751,1043,123,1047,1094,486,1023
"G0501330","2008-2012","Arkansas","05","050","Sevier County","133","1330","Sevier County, Arkansas",1725,7817,894,7361,19,7342,6682,660,5076,300,479,176,298,26,300,339,200,297
"G0501350","2008-2012","Arkansas","05","050","Sharp County","135","1350","Sharp County, Arkansas",590,10465,1394,6102,2,6100,5487,613,8061,115,535,234,315,5,314,308,152,321
"G0501370","2008-2012","Arkansas","05","050","Stone County","137","1370","Stone County, Arkansas",709,7071,1166,5144,0,5144,4764,380,5073,190,587,246,343,19,343,359,151,382
"G0501390","2008-2012","Arkansas","05","050","Union County","139","1390","Union County, Arkansas",1518,22137,4535,18583,16,18567,16952,1615,14268,264,835,365,512,26,505,531,260,516
"G0501410","2008-2012","Arkansas","05","050","Van Buren County","141","1410","Van Buren County, Arkansas",1034,9687,1687,6499,0,6499,5668,831,7648,195,562,232,360,19,360,357,218,367
"G0501430","2008-2012","Arkansas","05","050","Washington County","143","1430","Washington County, Arkansas",10254,77998,34344,106940,142,106798,98976,7822,50554,764,1832,1224,1172,76,1173,1304,739,1180
"G0501450","2008-2012","Arkansas","05","050","White County","145","1450","White County, Arkansas",2939,37184,8772,35589,307,35282,32700,2582,25101,349,1193,629,818,166,830,813,402,857
"G0501470","2008-2012","Arkansas","05","050","Woodruff County","147","1470","Woodruff County, Arkansas",468,4047,540,3163,21,3142,2798,344,2675,117,269,110,194,30,191,202,91,195
"G0501490","2008-2012","Arkansas","05","050","Yell County","149","1490","Yell County, Arkansas",1749,11294,1406,9682,27,9655,8959,696,7235,243,614,239,401,35,402,449,187,418
"G0600010","2008-2012","California","06","060","Alameda County","001","0010","Alameda County, California",76579,527001,421610,807668,1878,805790,725920,79870,405666,2074,5175,4025,3129,330,3144,3458,2176,3133
"G0600030","2008-2012","California","06","060","Alpine County","003","0030","Alpine County, California",8,539,254,604,0,604,542,62,385,33,112,63,146,13,146,140,32,88
"G0600050","2008-2012","California","06","060","Amador County","005","0050","Amador County, California",992,22458,5422,15121,8,15113,12498,2615,17343,183,957,516,456,14,457,527,357,506
"G0600070","2008-2012","California","06","060","Butte County","007","0070","Butte County, California",6887,100169,33788,102322,313,102009,87362,14647,77859,584,1991,1126,1293,185,1317,1457,845,1336
"G0600090","2008-2012","California","06","060","Calaveras County","009","0090","Calaveras County, California",709,26033,7016,20328,17,20311,17908,2403,17718,205,1124,585,789,26,784,829,471,813
"G0600110","2008-2012","California","06","060","Colusa County","011","0110","Colusa County, California",2383,8891,1762,10216,15,10201,8729,1472,5481,301,523,262,339,25,337,376,246,350
"G0600130","2008-2012","California","06","060","Contra Costa County","013","0130","Contra Costa County, California",40521,391562,272186,542170,653,541517,487081,54436,281109,1660,4539,3287,2963,206,2993,3293,1809,3081
"G0600150","2008-2012","California","06","060","Del Norte County","015","0150","Del Norte County, California",1273,15714,2727,10676,4,10672,9381,1291,12442,207,759,346,508,6,509,491,234,525
"G0600170","2008-2012","California","06","060","El Dorado County","017","0170","El Dorado County, California",3165,83442,39550,92963,74,92889,82758,10131,52241,422,1789,1251,1233,59,1236,1283,792,1246
"G0600190","2008-2012","California","06","060","Fresno County","019","0190","Fresno County, California",89523,350139,105942,424620,882,423738,364567,59171,261798,2208,3858,2099,2924,208,2960,3001,1613,2898
"G0600210","2008-2012","California","06","060","Glenn County","021","0210","Glenn County, California",2729,12158,2712,12205,3,12202,10917,1285,8963,320,687,335,494,5,494,502,214,522
"G0600230","2008-2012","California","06","060","Humboldt County","023","0230","Humboldt County, California",2379,64058,23817,66478,227,66251,59383,6868,44163,349,1690,940,1080,114,1084,1093,682,1077
"G0600250","2008-2012","California","06","060","Imperial County","025","0250","Imperial County, California",21190,68680,13669,71327,369,70958,58215,12743,57651,1043,1760,797,1066,151,1095,1297,941,1160
"G0600270","2008-2012","California","06","060","Inyo County","027","0270","Inyo County, California",608,9918,2804,9610,0,9610,8911,699,5438,175,517,272,298,20,298,313,147,293
"G0600290","2008-2012","California","06","060","Kern County","029","0290","Kern County, California",71901,346806,73168,365138,2839,362299,314751,47548,249512,1937,4179,1755,2773,722,2857,2976,1476,2947
"G0600310","2008-2012","California","06","060","Kings County","031","0310","Kings County, California",14263,66412,11421,65687,4970,60717,51920,8797,48681,863,1631,706,1046,562,1212,1125,742,1031
"G0600330","2008-2012","California","06","060","Lake County","033","0330","Lake County, California",2218,35998,7691,28134,36,28098,23786,4312,24206,415,1363,640,905,45,907,891,485,904
"G0600350","2008-2012","California","06","060","Lassen County","035","0350","Lassen County, California",1123,20338,3355,11640,42,11598,10299,1299,17851,195,807,355,681,29,673,634,280,880
"G0600370","2008-2012","California","06","060","Los Angeles County","037","0370","Los Angeles County, California",876839,3623854,1879673,5044457,4732,5039725,4495118,544607,2692554,6645,12778,8769,8438,559,8440,8899,6351,8671
"G0600390","2008-2012","California","06","060","Madera County","039","0390","Madera County, California",16970,62520,12847,58987,15,58972,52135,6837,53748,1013,1739,748,1283,23,1285,1427,784,1301
"G0600410","2008-2012","California","06","060","Marin County","041","0410","Marin County, California",7873,76577,101484,134987,210,134777,125414,9363,71579,817,1819,1852,1508,142,1490,1556,764,1497
"G0600430","2008-2012","California","06","060","Mariposa County","043","0430","Mariposa County, California",272,10877,2777,8678,0,8678,7399,1279,6707,142,744,330,385,20,385,435,320,391
"G0600450","2008-2012","California","06","060","Mendocino County","045","0450","Mendocino County, California",4256,43588,13051,43131,127,43004,38095,4909,27151,501,1365,743,896,130,870,902,594,941
"G0600470","2008-2012","California","06","060","Merced County","047","0470","Merced County, California",30377,96824,18201,112888,97,112791,94612,18179,72264,1316,2067,891,1705,64,1699,1672,1011,1804
"G0600490","2008-2012","California","06","060","Modoc County","049","0490","Modoc County, California",303,5215,1326,4105,0,4105,3630,475,3668,104,423,229,288,18,288,317,140,293
"G0600510","2008-2012","California","06","060","Mono County","051","0510","Mono County, California",590,6270,2817,8966,154,8812,7872,940,2383,222,670,444,350,88,364,446,378,376
"G0600530","2008-2012","California","06","060","Monterey County","053","0530","Monterey County, California",50365,148314,59862,204087,6073,198014,176109,21905,112987,1591,2506,1508,2099,493,2118,2176,1177,2162
"G0600550","2008-2012","California","06","060","Napa County","055","0550","Napa County, California",9419,54534,29034,71970,172,71798,65382,6416,37125,755,1543,965,954,89,958,932,543,919
"G0600570","2008-2012","California","06","060","Nevada County","057","0570","Nevada County, California",1136,47896,23843,48012,148,47864,42883,4981,34254,260,1431,1013,872,120,888,963,545,881
"G0600590","2008-2012","California","06","060","Orange County","059","0590","Orange County, California",174491,1080858,723978,1594609,2390,1592219,1448768,143451,782680,3109,6576,5092,4741,323,4777,5224,2832,4979
"G0600610","2008-2012","California","06","060","Placer County","061","0610","Placer County, California",5500,149835,82538,173719,761,172958,156831,16127,101832,570,2617,1881,1529,209,1538,1769,935,1596
"G0600630","2008-2012","California","06","060","Plumas County","063","0630","Plumas County, California",390,11160,3439,9339,6,9333,7728,1605,7354,122,699,383,378,11,378,376,272,367
"G0600650","2008-2012","California","06","060","Riverside County","065","0650","Riverside County, California",133759,936097,275751,1017978,4567,1013411,869427,143984,631092,2653,6748,3494,4405,529,4424,4757,3022,4523
"G0600670","2008-2012","California","06","060","Sacramento County","067","0670","Sacramento County, California",63199,598003,255620,709685,1345,708340,616044,92296,392831,1907,5013,3316,3624,250,3682,3996,2199,3697
"G0600690","2008-2012","California","06","060","San Benito County","069","0690","San Benito County, California",5596,22350,6292,28402,55,28347,24640,3707,13078,569,1007,448,488,72,506,601,311,500
"G0600710","2008-2012","California","06","060","San Bernardino County","071","0710","San Bernardino County, California",123589,866715,225822,952278,13974,938304,806463,131841,569442,2692,6954,3719,4644,906,4823,4695,3313,4795
"G0600730","2008-2012","California","06","060","San Diego County","073","0730","San Diego County, California",150247,1168786,691991,1614267,79603,1534664,1386825,147839,849342,2839,7213,5799,4851,2180,5117,5296,3015,4864
"G0600750","2008-2012","California","06","060","San Francisco County","075","0750","San Francisco County, California",52188,247885,324706,489599,226,489373,450004,39369,221785,1721,3713,3694,2137,95,2137,2460,1543,2080
"G0600770","2008-2012","California","06","060","San Joaquin County","077","0770","San Joaquin County, California",50954,289498,74205,320348,178,320170,269936,50234,190044,1784,3647,1813,2646,91,2639,2628,1689,2717
"G0600790","2008-2012","California","06","060","San Luis Obispo County","079","0790","San Luis Obispo County, California",7630,114704,56337,135033,776,134257,122615,11642,90662,656,2260,1419,1492,677,1505,1663,872,1482
"G0600810","2008-2012","California","06","060","San Mateo County","081","0810","San Mateo County, California",32193,251834,222359,398874,178,398696,367761,30935,180285,1408,3367,3088,2126,102,2120,2271,1211,2164
"G0600830","2008-2012","California","06","060","Santa Barbara County","083","0830","Santa Barbara County, California",32677,146232,82430,216374,2120,214254,195057,19197,121556,1288,2527,1678,1777,346,1796,1972,914,1795
"G0600850","2008-2012","California","06","060","Santa Clara County","085","0850","Santa Clara County, California",87865,560025,552652,947071,569,946502,858467,88035,458143,2239,4927,4602,3453,185,3503,3856,2076,3398
"G0600870","2008-2012","California","06","060","Santa Cruz County","087","0870","Santa Cruz County, California",15639,90162,63556,140595,72,140523,128218,12305,73415,913,2076,1499,1572,66,1571,1630,897,1598
"G0600890","2008-2012","California","06","060","Shasta County","089","0890","Shasta County, California",3432,94901,23465,79552,179,79373,68502,10871,63486,375,1999,1035,1118,121,1135,1202,670,1202
"G0600910","2008-2012","California","06","060","Sierra County","091","0910","Sierra County, California",126,1934,412,1379,0,1379,1253,126,1318,63,267,133,224,13,224,224,75,229
"G0600930","2008-2012","California","06","060","Siskiyou County","093","0930","Siskiyou County, California",1124,23647,7432,19416,26,19390,16542,2848,17210,167,737,451,513,24,514,544,300,518
"G0600950","2008-2012","California","06","060","Solano County","095","0950","Solano County, California",16554,189544,65922,212113,7829,204284,181736,22548,113802,960,2802,1783,1877,617,1874,1935,1058,1874
"G0600970","2008-2012","California","06","060","Sonoma County","097","0970","Sonoma County, California",22994,202098,106203,257859,720,257139,232479,24660,132842,1204,3109,1972,2051,186,2037,2123,1239,2114
"G0600990","2008-2012","California","06","060","Stanislaus County","099","0990","Stanislaus County, California",41619,221362,51107,242072,204,241868,204032,37836,143595,1456,3085,1563,1877,93,1886,1795,1426,1853
"G0601010","2008-2012","California","06","060","Sutter County","101","1010","Sutter County, California",6847,41600,10940,44871,667,44204,37640,6564,27030,581,1314,635,890,194,868,979,619,919
"G0601030","2008-2012","California","06","060","Tehama County","103","1030","Tehama County, California",3161,33237,5498,26937,113,26824,22769,4055,22298,392,1138,440,675,89,670,661,518,722
"G0601050","2008-2012","California","06","060","Trinity County","105","1050","Trinity County, California",192,8057,2029,5565,19,5546,4654,892,5798,79,518,301,323,24,326,316,205,332
"G0601070","2008-2012","California","06","060","Tulare County","107","1070","Tulare County, California",51789,165862,33369,197285,314,196971,169283,27688,117469,1490,2829,1335,1751,132,1734,1856,1131,1819
